sex,race,age,time,zip,county,state,total,positive
Male,Black,0-17,4,35988,01049,AL,4,2
Male,Black,0-17,4,35989,01049,AL,6,4
Male,Black,0-17,4,35990,01055,AL,2,1
Male,Black,0-17,5,35979,01049,AL,2,1
Male,Black,0-17,5,35980,01095,AL,2,2
Male,Black,0-17,5,35981,01049,AL,4,3
Male,Black,0-17,5,35983,01019,AL,1,1
Male,Black,0-17,5,35984,01049,AL,8,6
Male,Black,0-17,5,35986,01049,AL,1,1
Male,Black,0-17,5,35987,01115,AL,3,3
Male,Black,0-17,5,35988,01049,AL,4,4
Male,Black,0-17,5,35989,01049,AL,1,1
Male,Black,0-17,5,35990,01055,AL,3,3
Male,Black,0-17,6,35980,01095,AL,1,1
Male,Black,0-17,6,35981,01049,AL,4,2
Male,Black,0-17,6,35983,01019,AL,2,1
Male,Black,0-17,6,35986,01049,AL,5,3
Male,Black,0-17,6,35987,01115,AL,5,5
Male,Black,0-17,6,35988,01049,AL,1,0
Male,Black,0-17,6,35989,01049,AL,2,1
Male,Black,0-17,7,35979,01049,AL,3,3
Male,Black,0-17,7,35980,01095,AL,5,0
Male,Black,0-17,7,35981,01049,AL,3,2
Male,Black,0-17,7,35983,01019,AL,2,2
Male,Black,0-17,7,35984,01049,AL,1,0
Male,Black,0-17,7,35986,01049,AL,2,1
Male,Black,0-17,7,35987,01115,AL,5,4
Male,Black,0-17,7,35988,01049,AL,1,0
Male,Black,0-17,7,35989,01049,AL,4,1
Male,Black,0-17,7,35990,01055,AL,3,2
Male,Black,0-17,8,35979,01049,AL,3,1
Male,Black,0-17,8,35980,01095,AL,4,0
Male,Black,0-17,8,35981,01049,AL,2,1
Male,Black,0-17,8,35983,01019,AL,3,2
Male,Black,0-17,8,35984,01049,AL,2,0
Male,Black,0-17,8,35986,01049,AL,2,0
Male,Black,0-17,8,35987,01115,AL,2,2
Male,Black,0-17,8,35988,01049,AL,4,2
Male,Black,0-17,8,35989,01049,AL,4,3
Male,Black,0-17,8,35990,01055,AL,2,0
Male,Black,0-17,9,35979,01049,AL,3,2
Male,Black,0-17,9,35980,01095,AL,2,1
Male,Black,0-17,9,35983,01019,AL,1,1
Male,Black,0-17,9,35984,01049,AL,2,2
Male,Black,0-17,9,35986,01049,AL,3,2
Male,Black,0-17,9,35987,01115,AL,6,5
Male,Black,0-17,9,35988,01049,AL,1,1
Male,Black,0-17,9,35989,01049,AL,6,3
Male,Black,0-17,9,35990,01055,AL,5,4
Male,Black,0-17,10,35979,01049,AL,5,1
Male,Black,0-17,10,35980,01095,AL,4,1
Male,Black,0-17,10,35981,01049,AL,4,4
Male,Black,0-17,10,35983,01019,AL,2,1
Male,Black,0-17,10,35986,01049,AL,3,0
Male,Black,0-17,10,35987,01115,AL,3,1
Male,Black,0-17,10,35988,01049,AL,2,1
Male,Black,0-17,10,35989,01049,AL,3,0
Male,Black,0-17,10,35990,01055,AL,2,0
Male,Black,0-17,11,35979,01049,AL,1,0
Male,Black,0-17,11,35980,01095,AL,5,1
Male,Black,0-17,11,35981,01049,AL,6,3
Male,Black,0-17,11,35983,01019,AL,3,1
Male,Black,0-17,11,35984,01049,AL,3,0
Male,Black,0-17,11,35986,01049,AL,5,1
Male,Black,0-17,11,35987,01115,AL,2,1
Male,Black,0-17,11,35988,01049,AL,5,0
Male,Black,0-17,11,35989,01049,AL,3,1
Male,Black,0-17,11,35990,01055,AL,3,0
Male,Black,0-17,12,35979,01049,AL,3,1
Male,Black,0-17,12,35980,01095,AL,2,0
Male,Black,0-17,12,35981,01049,AL,8,1
Male,Black,0-17,12,35983,01019,AL,2,2
Male,Black,0-17,12,35984,01049,AL,4,0
Male,Black,0-17,12,35986,01049,AL,2,0
Male,Black,0-17,12,35987,01115,AL,4,1
Male,Black,0-17,12,35989,01049,AL,2,1
Male,Black,0-17,12,35990,01055,AL,5,0
Male,Black,18-34,1,35979,01049,AL,3,2
Male,Black,18-34,1,35980,01095,AL,3,1
Male,Black,18-34,1,35981,01049,AL,1,1
Male,Black,18-34,1,35983,01019,AL,2,1
Male,Black,18-34,1,35984,01049,AL,3,2
Male,Black,18-34,1,35986,01049,AL,4,0
Male,Black,18-34,1,35987,01115,AL,6,5
Male,Black,18-34,1,35988,01049,AL,3,2
Male,Black,18-34,1,35989,01049,AL,1,0
Male,Black,18-34,1,35990,01055,AL,4,3
Male,Black,18-34,2,35980,01095,AL,1,0
Male,Black,18-34,2,35983,01019,AL,4,0
Male,Black,18-34,2,35984,01049,AL,1,1
Male,Black,18-34,2,35986,01049,AL,1,0
Male,Black,18-34,2,35987,01115,AL,3,2
Male,Black,18-34,2,35988,01049,AL,2,0
Male,Black,18-34,2,35989,01049,AL,4,1
Male,Black,18-34,2,35990,01055,AL,1,0
Male,Black,18-34,3,35979,01049,AL,4,2
Male,Black,18-34,3,35980,01095,AL,2,0
Male,Black,18-34,3,35981,01049,AL,5,5
Male,Black,18-34,3,35983,01019,AL,3,1
Male,Black,18-34,3,35984,01049,AL,1,0
Male,Black,18-34,3,35986,01049,AL,4,1
Male,Black,18-34,3,35987,01115,AL,2,0
Male,Black,18-34,3,35988,01049,AL,2,1
Male,Black,18-34,3,35989,01049,AL,3,1
Male,Black,18-34,3,35990,01055,AL,5,2
Male,Black,18-34,4,35979,01049,AL,5,4
Male,Black,18-34,4,35980,01095,AL,2,1
Male,Black,18-34,4,35981,01049,AL,1,1
Male,Black,18-34,4,35983,01019,AL,3,2
Male,Black,18-34,4,35984,01049,AL,1,1
Male,Black,18-34,4,35986,01049,AL,5,3
Male,Black,18-34,4,35987,01115,AL,4,3
Male,Black,18-34,4,35988,01049,AL,7,7
Male,Black,18-34,4,35989,01049,AL,2,0
Male,Black,18-34,5,35979,01049,AL,4,4
Male,Black,18-34,5,35980,01095,AL,6,2
Male,Black,18-34,5,35983,01019,AL,2,2
Male,Black,18-34,5,35984,01049,AL,3,3
Male,Black,18-34,5,35986,01049,AL,3,3
Male,Black,18-34,5,35987,01115,AL,2,1
Male,Black,18-34,5,35989,01049,AL,2,1
Male,Black,18-34,5,35990,01055,AL,2,1
Male,Black,18-34,6,35979,01049,AL,1,1
Male,Black,18-34,6,35980,01095,AL,1,1
Male,Black,18-34,6,35981,01049,AL,4,3
Male,Black,18-34,6,35983,01019,AL,4,3
Male,Black,18-34,6,35984,01049,AL,2,0
Male,Black,18-34,6,35986,01049,AL,1,0
Male,Black,18-34,6,35987,01115,AL,2,2
Male,Black,18-34,6,35988,01049,AL,2,2
Male,Black,18-34,6,35989,01049,AL,5,3
Male,Black,18-34,6,35990,01055,AL,3,3
Male,Black,18-34,7,35979,01049,AL,4,3
Male,Black,18-34,7,35980,01095,AL,6,1
Male,Black,18-34,7,35981,01049,AL,4,3
Male,Black,18-34,7,35983,01019,AL,3,3
Male,Black,18-34,7,35984,01049,AL,5,3
Male,Black,18-34,7,35986,01049,AL,1,1
Male,Black,18-34,7,35987,01115,AL,4,1
Male,Black,18-34,7,35988,01049,AL,3,2
Male,Black,18-34,7,35989,01049,AL,4,4
Male,Black,18-34,8,35979,01049,AL,4,2
Male,Black,18-34,8,35980,01095,AL,2,1
Male,Black,18-34,8,35981,01049,AL,2,2
Male,Black,18-34,8,35983,01019,AL,3,3
Male,Black,18-34,8,35984,01049,AL,2,0
Male,Black,18-34,8,35986,01049,AL,2,1
Male,Black,18-34,8,35988,01049,AL,3,3
Male,Black,18-34,8,35989,01049,AL,4,3
Male,Black,18-34,8,35990,01055,AL,6,1
Male,Black,18-34,9,35979,01049,AL,1,0
Male,Black,18-34,9,35980,01095,AL,1,1
Male,Black,18-34,9,35981,01049,AL,1,1
Male,Black,18-34,9,35983,01019,AL,2,2
Male,Black,18-34,9,35984,01049,AL,6,5
Male,Black,18-34,9,35986,01049,AL,2,2
Male,Black,18-34,9,35987,01115,AL,2,1
Male,Black,18-34,9,35988,01049,AL,3,3
Male,Black,18-34,9,35989,01049,AL,3,3
Male,Black,18-34,10,35979,01049,AL,2,1
Male,Black,18-34,10,35980,01095,AL,6,0
Male,Black,18-34,10,35981,01049,AL,2,2
Male,Black,18-34,10,35983,01019,AL,1,0
Male,Black,18-34,10,35984,01049,AL,1,0
Male,Black,18-34,10,35986,01049,AL,1,1
Male,Black,18-34,10,35988,01049,AL,2,0
Male,Black,18-34,10,35989,01049,AL,2,0
Male,Black,18-34,10,35990,01055,AL,1,0
Male,Black,18-34,11,35979,01049,AL,3,0
Male,Black,18-34,11,35980,01095,AL,2,0
Male,Black,18-34,11,35981,01049,AL,5,3
Male,Black,18-34,11,35983,01019,AL,2,2
Male,Black,18-34,11,35984,01049,AL,2,1
Male,Black,18-34,11,35986,01049,AL,2,0
Male,Black,18-34,11,35987,01115,AL,2,0
Male,Black,18-34,11,35988,01049,AL,1,1
Male,Black,18-34,11,35990,01055,AL,3,1
Male,Black,18-34,12,35979,01049,AL,4,1
Male,Black,18-34,12,35981,01049,AL,4,1
Male,Black,18-34,12,35983,01019,AL,3,1
Male,Black,18-34,12,35984,01049,AL,5,3
Male,Black,18-34,12,35986,01049,AL,2,0
Male,Black,18-34,12,35987,01115,AL,3,0
Male,Black,18-34,12,35988,01049,AL,5,4
Male,Black,18-34,12,35989,01049,AL,4,4
Male,Black,18-34,12,35990,01055,AL,1,0
Male,Black,35-64,1,35979,01049,AL,4,4
Male,Black,35-64,1,35980,01095,AL,5,2
Male,Black,35-64,1,35981,01049,AL,2,1
Male,Black,35-64,1,35983,01019,AL,2,2
Male,Black,35-64,1,35984,01049,AL,1,1
Male,Black,35-64,1,35986,01049,AL,2,1
Male,Black,35-64,1,35987,01115,AL,4,3
Male,Black,35-64,1,35988,01049,AL,2,0
Male,Black,35-64,1,35989,01049,AL,6,2
Male,Black,35-64,1,35990,01055,AL,3,1
Male,Black,35-64,2,35979,01049,AL,2,2
Male,Black,35-64,2,35980,01095,AL,5,1
Male,Black,35-64,2,35981,01049,AL,4,0
Male,Black,35-64,2,35983,01019,AL,3,0
Male,Black,35-64,2,35984,01049,AL,1,0
Male,Black,35-64,2,35987,01115,AL,4,3
Male,Black,35-64,2,35988,01049,AL,4,1
Male,Black,35-64,2,35989,01049,AL,3,0
Male,Black,35-64,2,35990,01055,AL,3,0
Male,Black,35-64,3,35979,01049,AL,4,3
Male,Black,35-64,3,35980,01095,AL,2,1
Male,Black,35-64,3,35981,01049,AL,2,2
Male,Black,35-64,3,35983,01019,AL,1,1
Male,Black,35-64,3,35984,01049,AL,3,2
Male,Black,35-64,3,35986,01049,AL,4,1
Male,Black,35-64,3,35988,01049,AL,2,1
Male,Black,35-64,3,35989,01049,AL,3,2
Male,Black,35-64,3,35990,01055,AL,2,1
Male,Black,35-64,4,35980,01095,AL,4,2
Male,Black,35-64,4,35981,01049,AL,3,3
Male,Black,35-64,4,35983,01019,AL,4,4
Male,Black,35-64,4,35984,01049,AL,4,2
Male,Black,35-64,4,35986,01049,AL,4,3
Male,Black,35-64,4,35987,01115,AL,4,4
Male,Black,35-64,4,35988,01049,AL,4,4
Male,Black,35-64,4,35989,01049,AL,3,1
Male,Black,35-64,4,35990,01055,AL,4,4
Male,Black,35-64,5,35980,01095,AL,1,1
Male,Black,35-64,5,35981,01049,AL,3,2
Male,Black,35-64,5,35984,01049,AL,3,3
Male,Black,35-64,5,35986,01049,AL,2,1
Male,Black,35-64,5,35987,01115,AL,1,1
Male,Black,35-64,5,35989,01049,AL,2,2
Male,Black,35-64,5,35990,01055,AL,4,4
Male,Black,35-64,6,35979,01049,AL,4,3
Male,Black,35-64,6,35980,01095,AL,1,0
Male,Black,35-64,6,35981,01049,AL,8,7
Male,Black,35-64,6,35983,01019,AL,5,4
Male,Black,35-64,6,35984,01049,AL,2,0
Male,Black,35-64,6,35986,01049,AL,2,2
Male,Black,35-64,6,35987,01115,AL,2,2
Male,Black,35-64,6,35988,01049,AL,4,3
Male,Black,35-64,6,35989,01049,AL,1,1
Male,Black,35-64,6,35990,01055,AL,2,0
Male,Black,35-64,7,35979,01049,AL,3,2
Male,Black,35-64,7,35980,01095,AL,2,0
Male,Black,35-64,7,35981,01049,AL,1,0
Male,Black,35-64,7,35983,01019,AL,2,2
Male,Black,35-64,7,35984,01049,AL,1,1
Male,Black,35-64,7,35986,01049,AL,3,3
Male,Black,35-64,7,35987,01115,AL,3,3
Male,Black,35-64,7,35988,01049,AL,6,5
Male,Black,35-64,7,35989,01049,AL,3,1
Male,Black,35-64,7,35990,01055,AL,4,2
Male,Black,35-64,8,35979,01049,AL,4,1
Male,Black,35-64,8,35981,01049,AL,9,8
Male,Black,35-64,8,35983,01019,AL,1,0
Male,Black,35-64,8,35984,01049,AL,3,3
Male,Black,35-64,8,35986,01049,AL,2,1
Male,Black,35-64,8,35987,01115,AL,2,2
Male,Black,35-64,8,35988,01049,AL,2,1
Male,Black,35-64,8,35989,01049,AL,3,2
Male,Black,35-64,8,35990,01055,AL,2,2
Male,Black,35-64,9,35979,01049,AL,3,2
Male,Black,35-64,9,35980,01095,AL,1,0
Male,Black,35-64,9,35981,01049,AL,2,2
Male,Black,35-64,9,35983,01019,AL,5,5
Male,Black,35-64,9,35984,01049,AL,3,3
Male,Black,35-64,9,35986,01049,AL,3,1
Male,Black,35-64,9,35987,01115,AL,3,3
Male,Black,35-64,9,35989,01049,AL,6,6
Male,Black,35-64,9,35990,01055,AL,4,3
Male,Black,35-64,10,35979,01049,AL,4,2
Male,Black,35-64,10,35980,01095,AL,3,0
Male,Black,35-64,10,35981,01049,AL,4,1
Male,Black,35-64,10,35983,01019,AL,3,2
Male,Black,35-64,10,35984,01049,AL,3,0
Male,Black,35-64,10,35986,01049,AL,1,0
Male,Black,35-64,10,35988,01049,AL,3,1
Male,Black,35-64,10,35989,01049,AL,2,1
Male,Black,35-64,10,35990,01055,AL,1,0
Male,Black,35-64,11,35979,01049,AL,1,0
Male,Black,35-64,11,35980,01095,AL,1,0
Male,Black,35-64,11,35981,01049,AL,5,4
Male,Black,35-64,11,35983,01019,AL,2,2
Male,Black,35-64,11,35984,01049,AL,4,1
Male,Black,35-64,11,35986,01049,AL,6,2
Male,Black,35-64,11,35987,01115,AL,5,2
Male,Black,35-64,11,35988,01049,AL,3,2
Male,Black,35-64,11,35989,01049,AL,6,1
Male,Black,35-64,11,35990,01055,AL,3,1
Male,Black,35-64,12,35979,01049,AL,3,1
Male,Black,35-64,12,35980,01095,AL,1,0
Male,Black,35-64,12,35981,01049,AL,2,2
Male,Black,35-64,12,35983,01019,AL,1,0
Male,Black,35-64,12,35984,01049,AL,3,1
Male,Black,35-64,12,35987,01115,AL,2,0
Male,Black,35-64,12,35988,01049,AL,3,1
Male,Black,35-64,12,35989,01049,AL,4,0
Male,Black,65-74,1,35979,01049,AL,1,1
Male,Black,65-74,1,35980,01095,AL,1,0
Male,Black,65-74,1,35981,01049,AL,2,0
Male,Black,65-74,1,35983,01019,AL,7,5
Male,Black,65-74,1,35984,01049,AL,3,0
Male,Black,65-74,1,35986,01049,AL,4,2
Male,Black,65-74,1,35988,01049,AL,3,0
Male,Black,65-74,1,35989,01049,AL,3,2
Male,Black,65-74,1,35990,01055,AL,2,0
Male,Black,65-74,2,35979,01049,AL,5,4
Male,Black,65-74,2,35980,01095,AL,4,1
Male,Black,65-74,2,35981,01049,AL,2,1
Male,Black,65-74,2,35983,01019,AL,3,0
Male,Black,65-74,2,35984,01049,AL,1,0
Male,Black,65-74,2,35986,01049,AL,2,1
Male,Black,65-74,2,35987,01115,AL,1,1
Male,Black,65-74,2,35988,01049,AL,3,1
Male,Black,65-74,2,35989,01049,AL,3,1
Male,Black,65-74,2,35990,01055,AL,2,0
Male,Black,65-74,3,35979,01049,AL,2,1
Male,Black,65-74,3,35980,01095,AL,2,0
Male,Black,65-74,3,35981,01049,AL,1,1
Male,Black,65-74,3,35983,01019,AL,1,0
Male,Black,65-74,3,35984,01049,AL,3,0
Male,Black,65-74,3,35986,01049,AL,3,2
Male,Black,65-74,3,35987,01115,AL,4,2
Male,Black,65-74,3,35988,01049,AL,1,0
Male,Black,65-74,3,35989,01049,AL,4,0
Male,Black,65-74,3,35990,01055,AL,3,1
Male,Black,65-74,4,35979,01049,AL,1,1
Male,Black,65-74,4,35980,01095,AL,9,4
Male,Black,65-74,4,35983,01019,AL,4,4
Male,Black,65-74,4,35984,01049,AL,4,3
Male,Black,65-74,4,35986,01049,AL,3,1
Male,Black,65-74,4,35987,01115,AL,2,2
Male,Black,65-74,4,35988,01049,AL,2,1
Male,Black,65-74,4,35989,01049,AL,5,2
Male,Black,65-74,4,35990,01055,AL,4,2
Male,Black,65-74,5,35979,01049,AL,4,2
Male,Black,65-74,5,35980,01095,AL,3,3
Male,Black,65-74,5,35981,01049,AL,3,3
Male,Black,65-74,5,35983,01019,AL,2,1
Male,Black,65-74,5,35984,01049,AL,2,0
Male,Black,65-74,5,35986,01049,AL,1,0
Male,Black,65-74,5,35987,01115,AL,6,6
Male,Black,65-74,5,35988,01049,AL,1,1
Male,Black,65-74,5,35989,01049,AL,5,4
Male,Black,65-74,5,35990,01055,AL,8,5
Male,Black,65-74,6,35979,01049,AL,1,1
Male,Black,65-74,6,35981,01049,AL,4,4
Male,Black,65-74,6,35983,01019,AL,1,1
Male,Black,65-74,6,35984,01049,AL,4,3
Male,Black,65-74,6,35986,01049,AL,2,1
Male,Black,65-74,6,35987,01115,AL,3,3
Male,Black,65-74,6,35988,01049,AL,6,3
Male,Black,65-74,6,35989,01049,AL,3,3
Male,Black,65-74,6,35990,01055,AL,3,3
Male,Black,65-74,7,35979,01049,AL,4,1
Male,Black,65-74,7,35980,01095,AL,3,2
Male,Black,65-74,7,35981,01049,AL,3,3
Male,Black,65-74,7,35983,01019,AL,2,1
Male,Black,65-74,7,35984,01049,AL,1,1
Male,Black,65-74,7,35986,01049,AL,3,1
Male,Black,65-74,7,35987,01115,AL,2,1
Male,Black,65-74,7,35988,01049,AL,2,1
Male,Black,65-74,7,35990,01055,AL,4,1
Male,Black,65-74,8,35979,01049,AL,3,3
Male,Black,65-74,8,35980,01095,AL,5,0
Male,Black,65-74,8,35981,01049,AL,2,1
Male,Black,65-74,8,35983,01019,AL,3,2
Male,Black,65-74,8,35984,01049,AL,5,2
Male,Black,65-74,8,35986,01049,AL,2,1
Male,Black,65-74,8,35987,01115,AL,2,1
Male,Black,65-74,8,35988,01049,AL,3,2
Male,Black,65-74,8,35989,01049,AL,4,1
Male,Black,65-74,8,35990,01055,AL,5,3
Male,Black,65-74,9,35979,01049,AL,1,1
Male,Black,65-74,9,35980,01095,AL,1,0
Male,Black,65-74,9,35981,01049,AL,1,1
Male,Black,65-74,9,35983,01019,AL,2,1
Male,Black,65-74,9,35984,01049,AL,3,3
Male,Black,65-74,9,35986,01049,AL,3,1
Male,Black,65-74,9,35987,01115,AL,4,4
Male,Black,65-74,9,35988,01049,AL,3,3
Male,Black,65-74,9,35989,01049,AL,1,1
Male,Black,65-74,9,35990,01055,AL,3,2
Male,Black,65-74,10,35979,01049,AL,4,2
Male,Black,65-74,10,35980,01095,AL,3,2
Male,Black,65-74,10,35981,01049,AL,4,2
Male,Black,65-74,10,35983,01019,AL,1,1
Male,Black,65-74,10,35984,01049,AL,8,2
Male,Black,65-74,10,35986,01049,AL,1,1
Male,Black,65-74,10,35987,01115,AL,5,3
Male,Black,65-74,10,35988,01049,AL,2,1
Male,Black,65-74,10,35989,01049,AL,4,3
Male,Black,65-74,10,35990,01055,AL,3,0
Male,Black,65-74,11,35979,01049,AL,3,1
Male,Black,65-74,11,35980,01095,AL,1,0
Male,Black,65-74,11,35981,01049,AL,3,2
Male,Black,65-74,11,35984,01049,AL,4,1
Male,Black,65-74,11,35986,01049,AL,3,2
Male,Black,65-74,11,35987,01115,AL,2,0
Male,Black,65-74,11,35988,01049,AL,2,0
Male,Black,65-74,11,35989,01049,AL,3,1
Male,Black,65-74,11,35990,01055,AL,2,1
Male,Black,65-74,12,35979,01049,AL,6,4
Male,Black,65-74,12,35980,01095,AL,4,0
Male,Black,65-74,12,35981,01049,AL,1,1
Male,Black,65-74,12,35983,01019,AL,5,3
Male,Black,65-74,12,35986,01049,AL,5,0
Male,Black,65-74,12,35987,01115,AL,3,1
Male,Black,65-74,12,35988,01049,AL,1,1
Male,Black,65-74,12,35989,01049,AL,3,1
Male,Black,65-74,12,35990,01055,AL,1,1
Male,Black,75+,1,35979,01049,AL,1,1
Male,Black,75+,1,35980,01095,AL,4,2
Male,Black,75+,1,35981,01049,AL,3,3
Male,Black,75+,1,35983,01019,AL,2,2
Male,Black,75+,1,35984,01049,AL,5,5
Male,Black,75+,1,35986,01049,AL,3,2
Male,Black,75+,1,35987,01115,AL,2,0
Male,Black,75+,1,35989,01049,AL,4,3
Male,Black,75+,1,35990,01055,AL,3,3
Male,Black,75+,2,35979,01049,AL,4,1
Male,Black,75+,2,35980,01095,AL,4,0
Male,Black,75+,2,35981,01049,AL,2,1
Male,Black,75+,2,35983,01019,AL,2,1
Male,Black,75+,2,35984,01049,AL,2,1
Male,Black,75+,2,35986,01049,AL,7,1
Male,Black,75+,2,35987,01115,AL,3,2
Male,Black,75+,2,35988,01049,AL,2,1
Male,Black,75+,2,35989,01049,AL,2,1
Male,Black,75+,2,35990,01055,AL,2,0
Male,Black,75+,3,35979,01049,AL,2,2
Male,Black,75+,3,35980,01095,AL,3,1
Male,Black,75+,3,35981,01049,AL,3,3
Male,Black,75+,3,35983,01019,AL,3,1
Male,Black,75+,3,35984,01049,AL,2,2
Male,Black,75+,3,35986,01049,AL,2,0
Male,Black,75+,3,35987,01115,AL,2,0
Male,Black,75+,3,35988,01049,AL,3,0
Male,Black,75+,3,35989,01049,AL,2,1
Male,Black,75+,3,35990,01055,AL,6,4
Male,Black,75+,4,35979,01049,AL,4,4
Male,Black,75+,4,35980,01095,AL,1,1
Male,Black,75+,4,35981,01049,AL,2,2
Male,Black,75+,4,35983,01019,AL,2,2
Male,Black,75+,4,35984,01049,AL,5,4
Male,Black,75+,4,35987,01115,AL,1,1
Male,Black,75+,4,35988,01049,AL,2,1
Male,Black,75+,4,35989,01049,AL,3,2
Male,Black,75+,4,35990,01055,AL,1,1
Male,Black,75+,5,35979,01049,AL,4,4
Male,Black,75+,5,35980,01095,AL,2,2
Male,Black,75+,5,35981,01049,AL,3,3
Male,Black,75+,5,35983,01019,AL,3,3
Male,Black,75+,5,35984,01049,AL,3,3
Male,Black,75+,5,35986,01049,AL,2,2
Male,Black,75+,5,35987,01115,AL,3,3
Male,Black,75+,5,35988,01049,AL,4,3
Male,Black,75+,5,35989,01049,AL,1,1
Male,Black,75+,5,35990,01055,AL,3,3
Male,Black,75+,6,35979,01049,AL,3,2
Male,Black,75+,6,35980,01095,AL,2,1
Male,Black,75+,6,35981,01049,AL,2,1
Male,Black,75+,6,35983,01019,AL,3,3
Male,Black,75+,6,35984,01049,AL,3,2
Male,Black,75+,6,35986,01049,AL,2,1
Male,Black,75+,6,35987,01115,AL,2,2
Male,Black,75+,6,35988,01049,AL,3,3
Male,Black,75+,6,35989,01049,AL,3,3
Male,Black,75+,6,35990,01055,AL,3,1
Male,Black,75+,7,35979,01049,AL,6,5
Male,Black,75+,7,35980,01095,AL,4,1
Male,Black,75+,7,35981,01049,AL,4,3
Male,Black,75+,7,35983,01019,AL,6,6
Male,Black,75+,7,35984,01049,AL,2,1
Male,Black,75+,7,35986,01049,AL,2,2
Male,Black,75+,7,35987,01115,AL,6,4
Male,Black,75+,7,35988,01049,AL,2,2
Male,Black,75+,7,35989,01049,AL,2,1
Male,Black,75+,7,35990,01055,AL,4,3
Male,Black,75+,8,35979,01049,AL,4,4
Male,Black,75+,8,35981,01049,AL,2,1
Male,Black,75+,8,35983,01019,AL,5,5
Male,Black,75+,8,35986,01049,AL,4,2
Male,Black,75+,8,35987,01115,AL,4,4
Male,Black,75+,8,35988,01049,AL,1,0
Male,Black,75+,8,35989,01049,AL,1,1
Male,Black,75+,8,35990,01055,AL,4,2
Male,Black,75+,9,35979,01049,AL,6,6
Male,Black,75+,9,35980,01095,AL,1,1
Male,Black,75+,9,35981,01049,AL,2,2
Male,Black,75+,9,35983,01019,AL,5,5
Male,Black,75+,9,35984,01049,AL,2,1
Male,Black,75+,9,35986,01049,AL,3,2
Male,Black,75+,9,35987,01115,AL,5,5
Male,Black,75+,9,35989,01049,AL,5,5
Male,Black,75+,9,35990,01055,AL,2,2
Male,Black,75+,10,35979,01049,AL,2,2
Male,Black,75+,10,35980,01095,AL,3,0
Male,Black,75+,10,35981,01049,AL,3,1
Male,Black,75+,10,35984,01049,AL,6,6
Male,Black,75+,10,35986,01049,AL,3,2
Male,Black,75+,10,35987,01115,AL,2,0
Male,Black,75+,10,35988,01049,AL,7,5
Male,Black,75+,10,35990,01055,AL,3,2
Male,Black,75+,11,35979,01049,AL,7,3
Male,Black,75+,11,35980,01095,AL,4,0
Male,Black,75+,11,35981,01049,AL,5,1
Male,Black,75+,11,35983,01019,AL,5,3
Male,Black,75+,11,35984,01049,AL,2,1
Male,Black,75+,11,35987,01115,AL,2,2
Male,Black,75+,11,35988,01049,AL,3,2
Male,Black,75+,11,35989,01049,AL,4,2
Male,Black,75+,11,35990,01055,AL,3,2
Male,Black,75+,12,35979,01049,AL,1,1
Male,Black,75+,12,35980,01095,AL,5,2
Male,Black,75+,12,35981,01049,AL,9,7
Male,Black,75+,12,35983,01019,AL,2,1
Male,Black,75+,12,35984,01049,AL,3,1
Male,Black,75+,12,35986,01049,AL,6,1
Male,Black,75+,12,35987,01115,AL,3,2
Male,Black,75+,12,35988,01049,AL,2,0
Male,Black,75+,12,35989,01049,AL,3,3
Male,Black,75+,12,35990,01055,AL,3,1
Male,Other,0-17,1,35979,01049,AL,1,1
Male,Other,0-17,1,35980,01095,AL,2,0
Male,Other,0-17,1,35981,01049,AL,1,1
Male,Other,0-17,1,35983,01019,AL,4,1
Male,Other,0-17,1,35987,01115,AL,4,0
Male,Other,0-17,1,35988,01049,AL,3,1
Male,Other,0-17,1,35990,01055,AL,4,1
Male,Other,0-17,2,35979,01049,AL,1,0
Male,Other,0-17,2,35980,01095,AL,2,0
Male,Other,0-17,2,35981,01049,AL,3,0
Male,Other,0-17,2,35983,01019,AL,3,0
Male,Other,0-17,2,35984,01049,AL,2,0
Male,Other,0-17,2,35986,01049,AL,3,0
Male,Other,0-17,2,35987,01115,AL,3,0
Male,Other,0-17,2,35988,01049,AL,5,1
Male,Other,0-17,2,35989,01049,AL,3,1
Male,Other,0-17,2,35990,01055,AL,3,0
Male,Other,0-17,3,35979,01049,AL,4,1
Male,Other,0-17,3,35980,01095,AL,6,0
Male,Other,0-17,3,35981,01049,AL,2,1
Male,Other,0-17,3,35983,01019,AL,1,0
Male,Other,0-17,3,35984,01049,AL,3,0
Male,Other,0-17,3,35986,01049,AL,6,2
Male,Other,0-17,3,35987,01115,AL,1,0
Male,Other,0-17,3,35989,01049,AL,1,0
Male,Other,0-17,3,35990,01055,AL,3,0
Male,Other,0-17,4,35979,01049,AL,2,2
Male,Other,0-17,4,35980,01095,AL,2,1
Male,Other,0-17,4,35981,01049,AL,4,3
Male,Other,0-17,4,35983,01019,AL,1,0
Male,Other,0-17,4,35984,01049,AL,2,2
Male,Other,0-17,4,35986,01049,AL,3,0
Male,Other,0-17,4,35987,01115,AL,3,0
Male,Other,0-17,4,35988,01049,AL,3,1
Male,Other,0-17,4,35989,01049,AL,5,3
Male,Other,0-17,4,35990,01055,AL,1,1
Male,Other,0-17,5,35979,01049,AL,2,2
Male,Other,0-17,5,35980,01095,AL,1,1
Male,Other,0-17,5,35981,01049,AL,3,3
Male,Other,0-17,5,35983,01019,AL,1,1
Male,Other,0-17,5,35984,01049,AL,1,0
Male,Other,0-17,5,35986,01049,AL,3,1
