sex,race,age,edu,state,positive
Male,White,5,4-Year College,UT,0
Female,Black,30,No HS,MT,0
Female,White,27,Post-Grad,MD,1
Female,Other,1,No HS,MI,1
Female,White,97,4-Year College,ND,1
Male,Other,51,Post-Grad,NE,1
Male,Other,11,Some College,MD,0
Female,White,32,4-Year College,NC,0
Male,Black,18,No HS,OK,0
Female,White,92,4-Year College,UT,1
Female,Black,11,Post-Grad,DE,1
Male,Black,19,No HS,MD,0
Female,Black,78,HS,ME,1
Female,White,97,No HS,MA,1
Female,Other,49,4-Year College,IL,0
Male,Other,13,No HS,MN,1
Male,White,72,Some College,SC,0
Female,Black,21,HS,LA,1
Male,Black,47,Post-Grad,OK,0
Male,Other,65,HS,LA,0
Male,Other,22,Some College,NV,0
Female,Black,71,Post-Grad,MS,1
Male,Black,28,4-Year College,ND,0
Male,Other,74,Post-Grad,DC,0
Male,White,15,4-Year College,HI,0
Female,Black,17,No HS,MA,0
Female,Other,65,Some College,MO,0
Female,Black,72,4-Year College,NH,0
Female,White,51,Some College,PR,1
Female,Black,46,Some College,ND,0
Male,White,94,Post-Grad,OR,1
Female,Other,20,No HS,TN,0
Female,Other,73,Some College,ID,0
Male,Other,28,No HS,LA,0
Female,Other,52,4-Year College,MT,0
Male,Other,9,Some College,MN,0
Male,Black,31,Post-Grad,IA,1
Female,White,29,4-Year College,IN,0
Female,Other,47,Some College,IN,0
Female,White,8,4-Year College,DE,0
Male,White,65,4-Year College,NE,1
Female,Other,32,Some College,ME,0
Female,Other,18,Post-Grad,ME,1
Female,White,74,4-Year College,NE,0
Female,White,63,No HS,ND,0
Female,White,81,HS,NY,0
Female,Black,13,No HS,NJ,0
Male,Other,26,No HS,IL,1
Female,Black,21,4-Year College,NE,1
Female,Black,41,HS,CT,1
Female,White,20,HS,NY,0
Female,Black,52,Some College,OH,1
Female,Other,12,Post-Grad,KS,1
Male,White,34,No HS,GA,1
Male,Other,47,4-Year College,NH,0
Male,Other,3,HS,CO,0
Male,Black,95,4-Year College,LA,1
Female,White,83,4-Year College,GA,1
Female,Other,23,Post-Grad,NE,0
Female,Black,68,No HS,VA,1
Female,Other,71,HS,SD,0
Male,White,81,4-Year College,CA,0
Male,Black,69,HS,FL,0
Female,Black,98,HS,DC,1
Male,White,23,4-Year College,NE,0
Male,Black,95,No HS,VA,0
Female,White,98,4-Year College,TX,0
Male,Black,12,HS,SD,0
Male,Black,40,HS,ID,0
Female,White,3,No HS,DC,1
Male,Other,74,HS,PR,0
Male,White,80,No HS,ME,0
Male,Other,56,4-Year College,GU,1
Male,Other,23,4-Year College,DE,1
Female,Other,15,Post-Grad,MI,1
Female,Black,74,Post-Grad,KY,1
Male,Black,72,4-Year College,IA,1
Male,Black,30,Post-Grad,ID,0
Female,White,73,Post-Grad,NJ,0
Female,Other,68,No HS,OK,1
Female,Black,90,No HS,IN,1
Male,White,69,Some College,NJ,0
Male,Other,47,No HS,MD,0
Male,Other,26,4-Year College,NH,0
Male,White,97,4-Year College,MS,0
Female,White,74,Post-Grad,OH,1
Male,Other,76,HS,CA,0
Female,White,67,Post-Grad,KS,0
Male,White,45,4-Year College,GU,0
Male,Other,82,4-Year College,LA,0
Male,White,23,Post-Grad,MO,1
Female,White,30,Some College,NM,0
Female,Black,98,No HS,NH,1
Female,Other,55,Some College,RI,1
Female,Other,22,No HS,MA,0
Female,Other,62,HS,ID,0
Male,White,4,No HS,UT,0
Female,Black,62,Post-Grad,GU,0
Male,White,67,Some College,ND,0
Male,White,67,Post-Grad,IN,0
Male,White,90,Post-Grad,VI,1
Male,Other,68,4-Year College,NV,0
Female,White,47,Post-Grad,VA,1
Male,Black,31,Some College,TN,0
Female,White,4,Some College,MS,0
Male,Other,69,HS,NJ,0
Male,Black,72,HS,ME,0
Male,Black,30,HS,LA,1
Male,Other,82,Some College,ID,0
Male,Other,15,HS,UT,0
Male,White,67,4-Year College,TX,0
Male,Black,65,No HS,NV,0
Female,Other,25,Post-Grad,NM,0
Female,Other,51,HS,UT,1
Female,Other,89,Post-Grad,CA,1
Female,Black,70,HS,SC,0
Male,Other,53,HS,NC,0
Female,Black,86,No HS,NJ,1
Male,Black,93,Some College,MD,0
Male,Black,13,4-Year College,KY,0
Male,White,70,4-Year College,ND,0
Female,White,36,4-Year College,NE,0
Male,Other,74,HS,SC,0
Male,Black,10,Post-Grad,VA,1
Female,Other,25,4-Year College,CO,0
Male,Black,18,Some College,KY,1
Female,Other,33,Some College,IA,0
Female,Other,9,Post-Grad,CO,0
Female,Other,23,4-Year College,CT,0
Male,Other,12,HS,NY,1
Male,Black,81,Post-Grad,IA,0
Female,Other,9,Post-Grad,IA,1
Male,Other,33,No HS,ME,1
Male,Other,38,Some College,NM,1
Female,Other,12,No HS,CT,0
Male,Other,93,Post-Grad,MN,1
Male,White,17,No HS,MI,1
Female,Other,13,HS,SD,0
Female,Black,67,4-Year College,CO,0
Female,Other,10,Post-Grad,HI,0
Female,White,77,Post-Grad,SC,1
Male,Other,90,Some College,KS,0
Male,White,86,Some College,NV,0
Male,Other,22,Some College,IA,1
Male,White,73,4-Year College,PR,0
Female,Black,74,No HS,VA,0
Male,Black,71,HS,MI,0
Male,White,15,Post-Grad,PR,1
Female,Black,26,Post-Grad,CA,1
Male,Other,21,Some College,PR,1
Male,White,75,HS,ND,1
Male,Black,43,4-Year College,OH,0
Female,Black,30,HS,ME,0
Male,Black,61,Post-Grad,MN,1
Male,Black,78,Some College,NY,1
Male,Other,33,4-Year College,HI,0
Male,Black,10,Post-Grad,MS,0
Female,White,65,No HS,NJ,0
Female,Black,2,No HS,ID,0
Male,Other,90,4-Year College,FL,0
Male,White,10,Post-Grad,MA,1
Male,White,38,No HS,PA,1
Male,Other,30,Post-Grad,MD,0
Male,Other,13,Post-Grad,NV,1
Male,Black,9,No HS,CT,0
Female,Other,76,Some College,NH,1
Female,White,78,4-Year College,MI,0
Female,Other,76,4-Year College,NJ,0
Male,Black,7,No HS,IN,1
Female,Other,97,No HS,NC,0
Male,White,69,Post-Grad,FL,1
Female,Black,45,Some College,IL,1
Female,Other,58,No HS,CA,1
Male,White,7,Some College,MT,1
Female,Black,70,Some College,ND,0
Female,Other,66,No HS,VA,0
Female,White,98,Post-Grad,IN,1
Female,Other,38,Post-Grad,MA,0
Male,Other,58,4-Year College,GU,1
Female,Other,58,No HS,CA,1
Male,Black,29,No HS,TN,1
Male,White,65,Some College,TN,1
Female,White,40,No HS,MI,1
Male,Black,22,Post-Grad,CA,0
Female,Other,36,Some College,ID,0
Female,White,1,Some College,SD,1
Female,White,99,Some College,KY,0
Male,Black,11,Post-Grad,PA,1
Female,Black,69,No HS,IL,1
Male,Other,25,4-Year College,PA,0
Male,White,69,No HS,DC,0
Male,White,68,No HS,VI,1
Male,White,20,4-Year College,DE,1
Female,White,6,Some College,CO,0
Female,White,100,No HS,IL,0
Female,Black,33,HS,NH,0
Female,White,16,Post-Grad,UT,1
Male,Other,30,Post-Grad,PA,1
Male,Black,69,HS,OR,0
Male,Black,73,4-Year College,KS,1
Male,Other,10,4-Year College,RI,1
Male,Other,73,Post-Grad,MN,0
Female,White,74,4-Year College,TX,1
Male,Black,16,HS,UT,1
Male,Other,30,4-Year College,MD,0
Female,White,14,Post-Grad,TX,0
Male,White,18,HS,PR,1
Male,White,17,4-Year College,NC,0
Female,Black,65,HS,MS,0
Male,White,73,Some College,TX,0
Female,White,55,4-Year College,NC,1
Female,White,16,Post-Grad,SC,1
Male,Black,66,4-Year College,KS,0
Male,White,12,4-Year College,MN,1
Female,Other,51,No HS,SD,1
Male,White,93,4-Year College,HI,0
Male,Black,46,HS,IA,1
Male,Other,74,No HS,CO,0
Female,White,93,4-Year College,TX,1
Male,Black,57,HS,MD,0
Male,Black,0,No HS,KS,0
Male,Black,94,HS,PR,0
Female,Other,2,Post-Grad,NJ,1
Female,Black,1,Some College,MD,0
Male,White,51,4-Year College,GA,0
Female,White,20,No HS,GU,1
Male,Black,69,HS,NY,1
Female,Black,7,HS,SC,1
Male,White,43,Some College,NV,0
Female,White,0,Some College,CO,1
Male,Black,58,4-Year College,MT,0
Female,White,97,No HS,NY,1
Female,Black,67,Post-Grad,LA,0
Female,Black,0,No HS,FL,0
Female,Black,92,Post-Grad,KY,1
Male,Other,56,4-Year College,IA,1
Male,Other,47,HS,OR,0
Female,Other,6,No HS,MD,0
Female,Black,65,Some College,MI,1
Male,Black,42,HS,ME,1
Female,White,92,Post-Grad,NH,1
Female,Black,70,4-Year College,ME,0
Male,Other,21,HS,NJ,0
Female,Other,61,Some College,NY,1
Female,Other,14,Some College,CT,1
Male,Other,20,Some College,SD,0
Male,White,66,4-Year College,PA,0
Male,Black,37,4-Year College,ID,0
Male,White,59,4-Year College,GU,0
Male,Black,66,4-Year College,IA,1
Female,White,19,Some College,VI,1
Female,Black,71,Some College,PR,1
Female,White,1,Some College,SC,0
Female,White,50,Some College,ND,0
Female,White,42,No HS,MI,0
Male,Black,20,No HS,ND,1
Male,White,4,No HS,NV,1
Female,White,86,No HS,NV,1
Female,White,65,4-Year College,IL,0
Male,White,88,4-Year College,PA,0
Male,Black,53,4-Year College,TX,0
Male,Other,5,No HS,CO,0
Male,Black,2,Some College,CA,0
Female,Other,0,Some College,LA,1
Male,Other,90,No HS,ME,1
Male,Other,52,Post-Grad,PA,0
Female,Other,75,Some College,OH,0
Female,Other,17,Some College,OH,1
Female,White,66,4-Year College,UT,0
Female,Black,7,HS,DC,0
Male,White,8,HS,MS,1
Female,Other,74,Some College,ID,0
Male,Other,54,No HS,TN,0
Female,Other,73,No HS,NY,0
Female,White,96,Some College,CA,0
Female,White,73,HS,GU,1
Male,Black,4,4-Year College,TN,0
Male,White,25,Post-Grad,CO,0
Male,Other,83,Post-Grad,OR,1
Female,Black,11,4-Year College,OK,0
Female,White,88,Some College,NJ,0
Male,Other,56,Post-Grad,NE,0
Male,Other,68,4-Year College,IN,0
Female,White,0,No HS,MN,1
Male,Black,26,HS,MI,1
Female,Black,6,No HS,FL,1
Female,Black,65,Some College,NY,1
Male,Black,51,Some College,OH,1
Male,Black,71,Post-Grad,CA,0
Female,Other,70,No HS,NY,0
Male,White,56,Post-Grad,ND,1
Male,White,17,Post-Grad,VI,1
Female,Black,10,HS,NJ,0
Male,White,21,Some College,LA,1
Female,Other,61,Post-Grad,LA,1
Male,Black,25,HS,OR,0
Male,White,7,Post-Grad,MN,0
Male,White,32,Post-Grad,OK,1
Male,Black,15,HS,ID,0
Female,Black,70,4-Year College,MT,1
Male,Other,97,Some College,ME,1
Female,White,69,No HS,MN,1
Female,Other,1,Some College,CO,1
Male,Other,2,4-Year College,ME,0
Male,White,12,No HS,TX,0
Male,Other,67,4-Year College,SD,0
Male,Other,27,Post-Grad,NC,0
Male,White,16,Some College,NV,0
Male,Black,80,4-Year College,OH,0
Male,Other,25,Post-Grad,NH,0
Male,White,33,Post-Grad,NY,1
Female,Other,74,HS,PA,1
Male,Black,81,Some College,MI,1
Male,White,30,HS,GU,1
Male,Black,25,HS,NM,1
Male,White,19,Some College,HI,0
Female,Other,24,4-Year College,OK,0
Female,Other,35,Post-Grad,OH,1
Male,White,52,HS,NV,1
Male,Other,94,No HS,ID,0
Male,Other,87,4-Year College,NH,0
Female,Other,70,HS,ND,0
Male,Other,79,HS,MT,1
Male,Black,85,No HS,MI,1
Male,Black,75,No HS,MN,1
Male,Black,17,HS,OK,0
Female,White,9,Post-Grad,IA,1
Female,Black,7,Post-Grad,KS,1
Female,Black,70,Some College,MN,1
Male,Other,2,Post-Grad,MN,1
Female,Black,68,Post-Grad,IA,0
Female,Black,30,Some College,PA,1
Female,Other,29,4-Year College,NJ,0
Male,White,26,No HS,DC,1
Female,Other,18,Post-Grad,NM,0
Male,Other,41,No HS,ID,0
Female,Other,85,No HS,CA,0
Male,Other,72,Post-Grad,IN,0
Female,White,41,4-Year College,IL,0
Female,White,48,HS,MN,0
Male,Other,7,Post-Grad,KS,0
Male,Black,27,4-Year College,PR,0
Male,White,28,No HS,PA,1
Female,White,6,HS,MI,1
Male,White,67,4-Year College,DE,0
Female,Other,89,4-Year College,ID,0
Male,White,10,HS,UT,1
Female,Black,84,4-Year College,RI,1
Female,White,0,4-Year College,NY,1
Male,Black,65,Some College,NH,0
Male,Other,89,No HS,ME,0
Female,Black,70,HS,PA,1
Female,Black,67,HS,RI,0
Male,Black,91,Post-Grad,OH,1
Male,Black,69,Post-Grad,CT,0
Female,Black,67,Some College,MI,0
Female,Black,92,4-Year College,IA,1
Female,Black,76,Some College,IA,1
Female,Black,24,No HS,TX,0
Female,Other,87,4-Year College,VI,0
Female,Black,34,HS,SC,1
Female,Other,99,Post-Grad,PR,1
Male,Other,67,Some College,OR,0
Male,White,30,HS,OH,0
Female,Other,19,Post-Grad,GU,1
Female,Other,11,Some College,TX,1
Male,White,29,No HS,CO,1
Male,Black,9,Some College,NH,1
Female,White,75,No HS,PR,0
Female,White,15,4-Year College,PR,1
Male,Black,94,Post-Grad,OH,0
Female,White,74,Post-Grad,PA,0
Male,Black,71,HS,CA,1
Female,White,4,HS,NY,1
Female,Black,73,Post-Grad,MT,0
Male,White,42,4-Year College,MT,0
Female,Black,67,Post-Grad,OK,0
Male,White,8,No HS,MD,1
Female,Black,63,4-Year College,TX,1
Male,White,26,HS,MT,1
Male,White,67,HS,ID,0
Female,Other,99,Some College,NC,0
Female,Black,16,HS,SD,1
Female,Other,0,HS,TN,0
Male,White,85,4-Year College,FL,1
Male,Other,25,4-Year College,ND,0
Female,Other,27,Some College,RI,1
Male,White,57,No HS,MA,0
Female,Black,80,No HS,MN,0
Male,White,91,HS,ID,0
Female,Black,72,No HS,NJ,0
Male,Other,39,Some College,MN,0
Male,Other,26,Post-Grad,FL,1
Female,White,76,HS,VA,0
Female,White,32,Post-Grad,SD,1
Male,Black,9,Some College,NM,1
Male,Black,81,Some College,MS,1
Female,White,20,4-Year College,IN,0
Male,Other,41,4-Year College,TX,0
Male,Other,78,HS,NC,1
Female,Black,3,Some College,IA,1
Male,Other,68,No HS,VI,0
Male,White,17,4-Year College,OK,1
Female,White,55,Some College,MD,1
Female,White,28,No HS,TX,0
Male,Other,70,Post-Grad,IN,0
Male,Black,70,Post-Grad,ND,0
Male,White,7,Some College,IA,1
Female,Other,66,4-Year College,NY,0
Male,Other,82,HS,ME,0
Male,Black,98,Post-Grad,DE,0
Female,Black,53,HS,LA,0
Female,Black,12,Post-Grad,CO,1
Female,Black,40,Some College,ND,1
Male,Other,67,4-Year College,SD,0
Female,Other,74,Some College,ND,1
Female,Other,14,4-Year College,IN,0
Male,Black,40,Some College,CA,0
Male,Black,17,HS,NJ,0
Male,White,19,Post-Grad,CT,1
Female,White,27,Post-Grad,NM,1
Male,Other,71,HS,KY,0
Male,White,15,Some College,PR,0
Female,White,22,Some College,MS,1
Female,Other,17,Post-Grad,ND,1
Male,White,74,4-Year College,GU,0
Female,White,66,Some College,VI,0
Male,Other,90,HS,IL,0
Male,White,32,Post-Grad,NV,1
Male,Black,18,No HS,UT,0
Male,Other,49,No HS,SC,0
Male,White,92,Post-Grad,MT,1
Male,Other,22,Some College,IN,0
Female,White,11,Some College,MI,1
Female,White,15,HS,MT,1
Male,Black,50,Some College,DE,0
Male,Black,5,4-Year College,MA,0
Female,White,77,HS,DE,1
Female,White,75,4-Year College,OH,0
Female,White,100,HS,MD,0
Female,White,67,Some College,OK,1
Male,White,65,HS,UT,0
Female,White,82,Some College,KY,1
Male,White,70,4-Year College,PA,0
Female,White,51,No HS,PA,1
Female,White,64,No HS,NH,1
Female,Other,29,HS,GA,1
Male,White,83,No HS,UT,1
Female,Black,32,4-Year College,OH,0
Male,Black,73,No HS,MS,0
Male,Other,66,Post-Grad,NJ,1
Male,White,99,No HS,MT,0
Male,Other,14,No HS,ID,0
Female,White,1,HS,MN,1
Male,Black,14,Post-Grad,OR,1
Male,Other,37,Post-Grad,OK,0
Female,Black,42,Some College,OK,1
Female,Black,78,4-Year College,ME,0
Female,Black,85,Some College,PA,0
Female,White,6,Some College,MD,0
Female,White,25,Some College,CA,1
Male,White,18,No HS,CO,0
Male,Other,33,Post-Grad,UT,1
Male,White,34,4-Year College,MO,1
Female,White,67,HS,IL,1
Female,Other,64,4-Year College,OR,1
Female,Other,31,4-Year College,NH,0
Female,Other,58,No HS,NY,1
Female,White,31,Some College,ND,1
Female,Black,23,4-Year College,KY,0
Male,Black,91,HS,CA,1
Male,White,27,4-Year College,GU,1
Female,White,61,HS,CO,0
Female,Other,40,No HS,UT,0
Female,White,85,HS,NJ,0
Female,Other,56,No HS,CO,0
Male,Black,60,4-Year College,HI,0
Male,Other,13,No HS,NV,1
Female,White,11,Some College,PR,1
Male,White,70,Some College,NE,1
Male,Black,23,HS,MO,0
Male,Other,18,4-Year College,GA,1
Male,Black,30,4-Year College,PR,0
Female,White,28,No HS,MN,1
Female,Black,38,4-Year College,KY,1
Female,White,19,No HS,GU,1
Female,Black,34,Some College,TX,0
Female,Black,58,HS,NY,1
Female,Black,68,4-Year College,VA,0
Female,White,0,HS,KS,1
Male,Black,70,4-Year College,MN,1
Female,Black,40,Some College,GA,1
Male,Black,30,4-Year College,NJ,0
Male,Other,28,Some College,ID,0
Male,Other,74,Post-Grad,MO,0
Male,Black,100,No HS,OH,1
Male,White,31,Some College,GU,0
Female,Other,66,HS,CT,1
Female,White,86,HS,IN,1
Male,Black,26,HS,MD,1
Female,Black,22,No HS,CO,1
Female,White,26,HS,ND,0
Female,Other,44,HS,SD,1
Female,Black,81,No HS,CT,1
Male,Other,79,Post-Grad,OH,1
Male,Black,11,No HS,MS,0
Male,Black,8,Post-Grad,MN,1
Female,Other,31,No HS,MA,1
Male,Black,22,HS,OK,0
Female,Other,70,Post-Grad,FL,1
Male,White,73,Post-Grad,KY,1
Female,Other,65,4-Year College,IL,1
Female,Other,18,Some College,RI,1
Female,Black,65,4-Year College,KY,0
Male,Black,37,No HS,DE,0
Male,Black,76,4-Year College,CT,0
Male,Black,67,HS,SD,0
Male,Other,70,HS,GA,0
Male,Other,72,No HS,DE,0
Male,Black,68,Some College,ME,0
Male,Black,48,HS,NC,0
Female,White,70,4-Year College,NM,0
Male,Black,25,HS,NC,1
Male,Other,30,4-Year College,IN,0
Female,White,26,No HS,OK,1
Male,Black,2,Post-Grad,KS,0
Male,Other,49,4-Year College,PA,0
Male,White,9,No HS,ID,0
Female,Black,51,Some College,CO,0
Female,White,66,No HS,UT,1
Female,Black,1,4-Year College,CT,0
Female,White,0,HS,ND,0
Male,White,40,HS,NV,0
Female,White,33,HS,MA,1
Male,White,23,No HS,NC,0
Male,Other,21,Some College,DE,1
Male,White,94,No HS,MA,0
Male,Other,41,Some College,TX,0
Male,Black,7,4-Year College,MO,1
Male,Black,72,4-Year College,VA,0
Female,White,75,No HS,MD,0
Female,Other,33,HS,IN,0
Male,Other,80,Post-Grad,HI,1
Male,Black,68,No HS,NC,0
Female,Other,23,HS,MD,1
Female,White,85,HS,SC,1
Male,Black,88,Post-Grad,NJ,0
Male,White,3,Some College,GU,1
Female,White,13,4-Year College,SD,0
Male,Black,69,Some College,HI,0
Female,Other,13,Some College,CT,1
Male,White,41,Post-Grad,MA,1
Female,White,98,HS,DC,1
Male,Other,46,Post-Grad,IL,1
Female,White,90,HS,MS,1
Female,Black,82,Some College,PA,0
Male,Black,62,Some College,MD,0
Male,White,67,Post-Grad,VI,1
Male,White,42,No HS,MS,1
Female,Other,34,4-Year College,SD,0
Female,Other,58,No HS,KY,1
Female,White,18,No HS,MT,1
Male,Other,33,4-Year College,ND,0
Female,White,31,HS,CT,1
Male,Black,89,4-Year College,DC,1
Male,White,28,No HS,TX,0
Female,Black,34,Some College,VI,1
Female,Other,17,4-Year College,VI,0
Male,White,38,Post-Grad,IL,1
Female,White,78,HS,KY,1
Male,White,35,No HS,CO,1
Female,Black,90,Some College,LA,0
Female,White,99,Post-Grad,VA,0
Male,Black,98,4-Year College,VA,0
Male,Black,65,4-Year College,NV,0
Female,Other,33,No HS,OR,1
Female,White,69,No HS,OH,0
Female,Black,50,Some College,MN,1
Female,Black,25,Post-Grad,MN,0
Female,Black,38,4-Year College,NY,1
Male,White,54,Some College,NC,0
Male,White,89,Some College,MA,0
Male,Other,1,4-Year College,MT,0
Female,White,100,Post-Grad,PR,1
Female,Black,61,Some College,OK,1
Male,White,73,Post-Grad,KY,0
Male,Black,48,HS,IL,1
Female,Other,96,4-Year College,KY,0
Male,Other,59,HS,GU,1
Male,Other,89,Some College,NC,0
Male,Other,93,No HS,TX,0
Male,Black,26,Some College,DC,1
Male,White,20,Some College,VI,1
Female,Other,79,No HS,MA,1
Male,White,31,4-Year College,DC,1
Female,White,18,Post-Grad,IL,0
Female,Black,82,Post-Grad,MN,1
Male,Black,68,4-Year College,OH,0
Female,Other,26,No HS,DE,1
Male,Other,82,Post-Grad,NY,1
Female,Other,9,Some College,PR,1
Female,Black,0,Post-Grad,UT,1
Male,Other,1,4-Year College,IA,0
Female,White,85,Some College,NM,1
Female,Other,66,No HS,MT,0
Female,Other,11,4-Year College,CA,0
Male,Other,58,No HS,KS,1
Male,Other,65,HS,TX,0
Male,Other,71,4-Year College,KY,0
Male,Other,99,Some College,KY,0
Male,White,78,4-Year College,MI,1
Female,Other,50,No HS,CT,1
Female,Black,24,Some College,FL,1
Male,Other,88,Post-Grad,MN,1
Female,Black,35,4-Year College,HI,0
Male,Other,92,Post-Grad,KY,0
Female,White,87,No HS,MD,1
Female,Other,73,Some College,MD,0
Male,Other,73,4-Year College,LA,0
Male,Other,50,No HS,ND,1
Male,Other,4,4-Year College,MT,0
Male,White,4,No HS,NM,0
Female,Black,52,No HS,VI,0
Female,Other,46,Post-Grad,VA,0
Male,Other,42,No HS,NC,0
Male,Other,85,HS,HI,0
Male,White,5,HS,RI,1
Female,Black,21,No HS,NV,1
Male,White,66,Post-Grad,OK,0
Female,Black,12,Some College,CT,1
Male,White,49,Some College,OR,0
Female,Other,43,Post-Grad,TX,0
Male,Other,33,Post-Grad,MT,1
Female,Black,71,4-Year College,IA,0
Female,Black,6,4-Year College,MS,1
Female,Other,61,Some College,TN,1
Female,Black,14,No HS,NC,1
Female,White,82,Post-Grad,NC,0
Female,Black,17,HS,OK,1
Male,Black,63,HS,CA,0
Male,White,71,Some College,MO,0
Female,White,70,HS,TX,0
Female,White,4,4-Year College,ND,0
Male,White,13,4-Year College,IL,1
Female,Other,70,4-Year College,KY,0
Male,Black,29,Post-Grad,VA,0
Male,Black,71,No HS,MS,0
Female,White,72,Post-Grad,NH,1
Male,Black,16,HS,PA,0
Male,Other,44,4-Year College,PA,0
Male,Other,5,4-Year College,MT,1
Female,Other,6,Some College,CO,0
Female,White,16,Some College,IA,1
Male,White,34,HS,KS,0
Female,Black,28,Post-Grad,PA,1
Female,Other,30,No HS,IN,1
Male,Black,34,Post-Grad,LA,1
Male,Other,87,Post-Grad,NE,1
Male,Black,46,Some College,SD,1
Female,Other,75,No HS,KY,0
Male,White,11,Some College,ND,1
Female,White,68,HS,UT,1
Male,Black,61,Some College,RI,1
Male,Black,21,4-Year College,KY,1
Female,Other,0,HS,SD,0
Male,White,5,Post-Grad,NE,0
Male,Black,97,HS,NJ,0
Female,White,18,No HS,ND,0
Male,Other,72,No HS,ME,0
Male,White,54,Post-Grad,UT,0
Female,Black,71,Some College,MT,1
Male,White,25,No HS,NJ,0
Female,Black,20,4-Year College,MT,1
Male,Black,69,No HS,TN,0
Male,White,76,4-Year College,VA,1
Female,Black,61,No HS,GU,0
Male,White,43,HS,VA,0
Female,Other,60,Some College,OK,0
Female,Black,92,No HS,GU,1
Male,Other,8,HS,HI,1
Male,Other,66,Post-Grad,TN,0
Male,Other,45,Some College,MS,1
Male,Other,67,4-Year College,NH,1
Female,Black,66,No HS,MI,0
Male,Other,18,Some College,ND,1
Male,Other,30,HS,MS,0
Female,Other,31,Post-Grad,UT,1
Male,Black,66,No HS,NC,0
Male,Other,3,No HS,IN,0
Female,Other,27,4-Year College,IL,1
Male,Black,43,Some College,PR,1
Female,Other,69,HS,NM,0
Male,Other,70,4-Year College,CO,0
Male,Black,91,Some College,ID,0
Male,White,84,4-Year College,FL,0
Female,Other,8,Post-Grad,GU,1
Female,Black,91,HS,RI,0
Female,White,80,Some College,PR,0
Male,White,97,Post-Grad,OR,1
Female,Black,0,Post-Grad,ND,0
Male,Black,65,Some College,CT,1
Male,Black,96,4-Year College,RI,0
Female,Black,47,4-Year College,TX,0
Male,Black,94,4-Year College,RI,1
Female,White,52,Some College,NH,1
Male,Other,54,Some College,OH,1
Male,White,30,Post-Grad,SD,0
Male,Other,27,HS,CA,0
Male,Black,46,No HS,OR,0
Female,Other,71,No HS,OH,1
Female,White,70,Some College,VA,0
Male,White,30,HS,SC,0
Male,Black,86,4-Year College,DE,0
Male,White,81,Some College,MN,0
Male,Black,98,4-Year College,FL,1
Female,White,63,4-Year College,DC,0
Female,Other,67,HS,NJ,0
Male,Black,61,4-Year College,ME,0
Male,Other,98,Post-Grad,UT,1
Female,Black,36,No HS,OH,0
Male,Other,12,Some College,NH,1
Male,White,54,HS,NC,0
Female,Other,71,HS,CT,0
Female,Black,42,4-Year College,TN,0
Male,Other,71,No HS,LA,0
Male,Other,69,4-Year College,UT,0
Male,White,87,Post-Grad,MA,1
Female,White,20,HS,OH,0
Male,Other,27,HS,MD,0
Female,Other,17,Some College,HI,0
Male,Other,29,4-Year College,MA,0
Female,Other,42,4-Year College,IN,0
Male,White,11,4-Year College,LA,0
Female,Other,74,Some College,MD,0
Female,White,43,4-Year College,GA,1
Female,Black,70,No HS,FL,1
Female,Black,32,HS,DE,0
Male,White,85,No HS,NV,1
Female,Other,51,Some College,SD,1
Male,Black,7,No HS,HI,1
Female,Black,9,4-Year College,GU,1
Female,White,59,Post-Grad,KS,1
Male,Other,56,HS,MS,0
Male,Other,69,Some College,NE,0
Male,Black,86,HS,GU,1
Male,Other,16,No HS,OK,0
Female,Black,14,4-Year College,UT,1
Female,White,33,Some College,ME,1
Female,White,68,No HS,UT,0
Female,Other,96,No HS,NM,0
Female,Black,39,No HS,KS,0
Male,White,10,Post-Grad,OH,1
Male,Black,13,No HS,TN,1
Male,Black,38,Some College,MN,1
Male,Black,26,Some College,GU,0
Male,Other,48,No HS,SC,0
Male,Other,69,Post-Grad,MA,0
Male,Black,77,Some College,NC,0
Male,Black,22,Post-Grad,GU,1
Male,White,48,Some College,LA,1
Male,White,93,Some College,DE,1
Male,White,65,HS,CA,1
Female,White,72,No HS,OR,0
Male,Black,18,4-Year College,UT,0
Male,Other,50,HS,GU,1
Female,White,54,Post-Grad,PA,0
Male,Other,67,No HS,TX,0
Female,Other,3,No HS,CO,0
Male,White,98,Some College,NC,0
Female,Other,96,No HS,NJ,0
Male,Other,0,Some College,MA,1
Female,Black,65,No HS,VA,0
Male,White,71,4-Year College,MS,1
Female,White,70,Some College,IA,0
Male,Other,55,No HS,GU,1
Male,Black,40,No HS,MA,0
Female,White,43,4-Year College,ND,0
Female,Other,73,No HS,ME,1
Female,White,30,Some College,MO,1
Female,Black,68,HS,VA,1
Female,Black,7,Some College,NH,1
Female,Black,55,No HS,UT,1
Male,Black,19,HS,PR,0
Female,White,9,Some College,IA,1
Female,Black,13,No HS,NY,1
Female,White,68,HS,TX,0
Female,White,97,Some College,GA,1
Female,Black,57,No HS,TN,1
Female,White,42,No HS,NM,0
Female,Black,93,Some College,OR,0
Female,White,9,Post-Grad,MS,1
Male,White,69,Post-Grad,IL,1
Male,Black,15,Some College,MI,1
Female,Other,47,HS,KY,0
Female,Other,12,No HS,ID,0
Male,Other,73,No HS,SC,0
Male,Black,2,HS,KY,1
Female,Other,41,Post-Grad,NH,0
Male,Black,69,Post-Grad,NH,0
