sex,race,age,time,date,zip,county,state,outcome
Male,White,80,1,2019-12-30,61878,17019,IL,5.302778848885717
Male,Other,42,3,2020-01-13,61875,17019,IL,5.1982750788728795
Male,Black,15,3,2020-01-13,61876,17045,IL,1.3314098525321099
Female,Black,11,5,2020-01-27,61874,17019,IL,5.392356934269235
Female,Black,4,4,2020-01-20,61876,17045,IL,3.1403215335781782
Female,White,14,4,2020-01-20,61873,17019,IL,3.1957480214805933
Female,White,94,8,2020-02-17,61880,17019,IL,5.333206800900159
Male,Black,43,3,2020-01-13,61871,17019,IL,5.399088096210572
Male,Other,97,1,2019-12-30,61874,17019,IL,4.104878530610043
Female,Black,62,2,2020-01-06,61880,17019,IL,4.208977220555992
Male,White,16,8,2020-02-17,61871,17019,IL,4.243228351446176
Male,Other,47,11,2020-03-09,61877,17019,IL,3.5302442541554724
Female,Black,88,1,2019-12-30,61878,17019,IL,5.980187000985849
Female,Other,55,4,2020-01-20,61873,17019,IL,5.116102429018195
Male,White,50,4,2020-01-20,61876,17045,IL,2.6279696785985798
Female,White,34,12,2020-03-16,61874,17019,IL,3.935616285269742
Male,Black,26,10,2020-03-02,61872,17019,IL,3.932888045981893
Male,Other,33,3,2020-01-13,61875,17019,IL,4.041893645419281
Female,White,76,11,2020-03-09,61871,17019,IL,4.418847000298076
Female,White,87,11,2020-03-09,61874,17019,IL,4.125750484362764
Male,Black,28,4,2020-01-20,61876,17045,IL,2.832015508380503
Male,White,9,8,2020-02-17,61875,17019,IL,4.256545225887337
Male,White,97,10,2020-03-02,61873,17019,IL,1.5127799145180818
Male,Other,13,3,2020-01-13,61873,17019,IL,5.46765918824963
Female,Black,69,8,2020-02-17,61877,17019,IL,4.262939040797252
Male,White,89,12,2020-03-16,61872,17019,IL,4.463597066980238
Female,White,28,2,2020-01-06,61875,17019,IL,4.418994327245765
Male,Other,67,4,2020-01-20,61873,17019,IL,6.927493797702995
Male,White,72,9,2020-02-24,61876,17045,IL,4.137351802790229
Female,Black,1,1,2019-12-30,61880,17019,IL,3.4574242235607295
Female,Other,28,11,2020-03-09,61873,17019,IL,5.463276434954024
Female,Black,68,10,2020-03-02,61871,17019,IL,6.164652670333649
Female,Other,24,6,2020-02-03,61875,17019,IL,6.4344504132773075
Female,Black,38,5,2020-01-27,61874,17019,IL,1.9975188232213115
Female,Black,64,9,2020-02-24,61874,17019,IL,3.9851273891752013
Female,White,52,8,2020-02-17,61874,17019,IL,0.0858714574216064
Female,Other,31,7,2020-02-10,61876,17045,IL,4.155691728952564
Female,Black,89,10,2020-03-02,61875,17019,IL,4.7787036396406535
Female,White,23,6,2020-02-03,61880,17019,IL,5.080530012792435
Female,Black,26,3,2020-01-13,61875,17019,IL,5.47983684639996
Female,Black,22,10,2020-03-02,61872,17019,IL,4.136129932450694
Male,Black,0,8,2020-02-17,61874,17019,IL,5.216878021689517
Male,White,74,4,2020-01-20,61874,17019,IL,4.61443785075413
Male,Other,83,3,2020-01-13,61873,17019,IL,4.8744419169828
Male,Black,79,5,2020-01-27,61880,17019,IL,3.5061664033595834
Male,White,88,6,2020-02-03,61877,17019,IL,-0.30812141154370165
Female,Other,13,8,2020-02-17,61876,17045,IL,4.8304663541880135
Female,Other,74,7,2020-02-10,61878,17019,IL,7.997048168882623
Male,White,26,2,2020-01-06,61874,17019,IL,3.116214449366826
Female,Black,94,1,2019-12-30,61876,17045,IL,4.511488576535238
Female,White,22,7,2020-02-10,61874,17019,IL,4.6735687882479695
Female,Black,65,10,2020-03-02,61876,17045,IL,4.53629216373722
Female,White,32,5,2020-01-27,61871,17019,IL,4.255871029202016
Female,Other,34,5,2020-01-27,61872,17019,IL,4.34086052613719
Female,Black,11,5,2020-01-27,61880,17019,IL,5.692260421730152
Male,White,85,4,2020-01-20,61877,17019,IL,1.388686645140022
Male,Other,6,2,2020-01-06,61880,17019,IL,4.246721879180503
Male,White,53,4,2020-01-20,61876,17045,IL,2.715986534243657
Female,Other,52,11,2020-03-09,61876,17045,IL,2.282666640628297
Female,Other,20,3,2020-01-13,61882,17039,IL,2.9179289826581094
Male,White,99,5,2020-01-27,61882,17039,IL,2.7926246248394695
Male,Other,10,9,2020-02-24,61877,17019,IL,5.219613898288967
Male,Other,51,5,2020-01-27,61878,17019,IL,7.205050484371303
Male,Black,4,12,2020-03-16,61874,17019,IL,4.194497476242756
Male,White,89,2,2020-01-06,61874,17019,IL,4.284292691848882
Female,Black,54,3,2020-01-13,61871,17019,IL,4.180916057493227
Female,White,17,4,2020-01-20,61871,17019,IL,6.167718678223044
Female,Black,76,2,2020-01-06,61872,17019,IL,5.684132277193946
Female,Black,99,5,2020-01-27,61876,17045,IL,2.5297565972796567
Male,White,73,5,2020-01-27,61882,17039,IL,5.409874319960745
Female,Black,60,10,2020-03-02,61876,17045,IL,3.394351459433282
Male,Other,2,8,2020-02-17,61878,17019,IL,5.844951518674158
Male,Black,14,1,2019-12-30,61873,17019,IL,6.132172678657548
Male,Other,93,6,2020-02-03,61877,17019,IL,2.9321531667530754
Female,Other,23,8,2020-02-17,61875,17019,IL,3.700709637196261
Male,White,55,3,2020-01-13,61878,17019,IL,3.4502254147253915
Male,White,56,9,2020-02-24,61873,17019,IL,2.8995047971851062
Female,White,72,7,2020-02-10,61873,17019,IL,4.940270493392106
Male,White,10,5,2020-01-27,61871,17019,IL,4.725932293175026
Male,White,34,2,2020-01-06,61880,17019,IL,4.3213267661135095
Female,White,18,7,2020-02-10,61876,17045,IL,2.3099843434633875
Female,Other,70,12,2020-03-16,61874,17019,IL,5.64293917364279
Female,Other,68,1,2019-12-30,61880,17019,IL,6.703220232556481
Female,Black,100,10,2020-03-02,61882,17039,IL,5.585271193643359
Female,White,43,6,2020-02-03,61880,17019,IL,3.482573167586279
Male,Other,39,5,2020-01-27,61880,17019,IL,4.221788881973571
Male,Other,0,4,2020-01-20,61872,17019,IL,4.909570252483271
Female,Black,32,4,2020-01-20,61874,17019,IL,3.6311481030709007
Male,Black,100,4,2020-01-20,61875,17019,IL,4.167191837377237
Female,Black,28,12,2020-03-16,61875,17019,IL,5.3467331985713695
Female,Other,71,8,2020-02-17,61874,17019,IL,8.282466598955168
Female,Black,80,11,2020-03-09,61873,17019,IL,3.010875137228956
Male,Other,57,5,2020-01-27,61877,17019,IL,3.0564723038112676
Female,Other,29,1,2019-12-30,61876,17045,IL,3.2560636468374775
Female,Other,36,10,2020-03-02,61877,17019,IL,2.6526495775722543
Male,Other,31,8,2020-02-17,61880,17019,IL,5.148495883145426
Female,White,68,12,2020-03-16,61875,17019,IL,4.516455236389831
Female,Other,75,12,2020-03-16,61875,17019,IL,4.893506538022072
Female,Other,62,5,2020-01-27,61882,17039,IL,3.708973664618043
Female,Other,72,10,2020-03-02,61875,17019,IL,7.303170926282517
Male,Black,23,11,2020-03-09,61872,17019,IL,4.488135564924359
Female,White,39,10,2020-03-02,61882,17039,IL,4.389549537923203
Female,Black,41,11,2020-03-09,61872,17019,IL,3.4816317011422298
Female,Other,7,11,2020-03-09,61874,17019,IL,1.7422273722182018
Female,Other,53,12,2020-03-16,61876,17045,IL,4.206027831050548
Male,Black,14,11,2020-03-09,61877,17019,IL,1.4712812147301164
Female,Black,22,10,2020-03-02,61877,17019,IL,2.726715136390486
Male,White,70,10,2020-03-02,61876,17045,IL,5.464029020996678
Male,Black,5,11,2020-03-09,61880,17019,IL,3.692069542819141
Female,Other,65,3,2020-01-13,61871,17019,IL,5.348837672737108
Male,White,22,2,2020-01-06,61871,17019,IL,4.929541157359237
Female,Other,49,10,2020-03-02,61882,17039,IL,3.2806712515189975
Female,Other,47,3,2020-01-13,61872,17019,IL,4.533054056068633
Male,Other,8,3,2020-01-13,61873,17019,IL,4.456634997093466
Male,Other,38,5,2020-01-27,61877,17019,IL,3.788103017376153
Female,White,26,11,2020-03-09,61872,17019,IL,3.4144416587291158
Male,Other,73,2,2020-01-06,61877,17019,IL,3.2181485274364396
Female,Black,3,11,2020-03-09,61874,17019,IL,4.696611871352275
Male,White,27,10,2020-03-02,61882,17039,IL,1.5524037309013896
Female,Other,66,12,2020-03-16,61875,17019,IL,4.073019624794657
Male,Other,10,5,2020-01-27,61872,17019,IL,6.158843085199594
Male,White,98,6,2020-02-03,61871,17019,IL,5.182798480561548
Female,Black,36,7,2020-02-10,61875,17019,IL,4.7525743789685695
Female,Other,25,3,2020-01-13,61877,17019,IL,3.377347381524081
Male,Other,78,4,2020-01-20,61878,17019,IL,4.7525884218949725
Female,Black,6,12,2020-03-16,61882,17039,IL,4.67718215742351
Male,Other,92,2,2020-01-06,61876,17045,IL,3.70636691728839
Male,Black,16,10,2020-03-02,61882,17039,IL,4.807002143537448
Female,White,11,10,2020-03-02,61874,17019,IL,3.92019565305397
Female,Other,86,9,2020-02-24,61874,17019,IL,5.414306686827015
Female,Other,51,10,2020-03-02,61882,17039,IL,4.77085706381721
Male,Other,4,10,2020-03-02,61874,17019,IL,4.761654699543538
Male,Black,66,2,2020-01-06,61878,17019,IL,6.54937147285719
Female,Black,10,9,2020-02-24,61882,17039,IL,4.353478339984315
Male,White,61,3,2020-01-13,61874,17019,IL,2.2420747324479775
Male,Black,27,3,2020-01-13,61877,17019,IL,3.2832550807856387
Female,Other,41,5,2020-01-27,61876,17045,IL,4.492146529183456
Female,Other,12,1,2019-12-30,61871,17019,IL,5.617529332260815
Male,Other,29,3,2020-01-13,61876,17045,IL,3.5173754379214075
Male,Black,75,4,2020-01-20,61875,17019,IL,5.088406794981274
Male,Other,77,4,2020-01-20,61878,17019,IL,5.833181738661913
Male,Other,1,10,2020-03-02,61875,17019,IL,4.252435746281069
Female,Black,14,4,2020-01-20,61876,17045,IL,3.9797721738045846
Female,Black,1,9,2020-02-24,61872,17019,IL,2.3452930078390897
Female,White,79,12,2020-03-16,61871,17019,IL,4.128364373371421
Male,Black,12,3,2020-01-13,61875,17019,IL,5.4265942299104255
Female,White,5,7,2020-02-10,61874,17019,IL,2.310042727216098
Male,Other,99,10,2020-03-02,61876,17045,IL,1.7171849977479954
Female,Black,25,2,2020-01-06,61873,17019,IL,2.7144690322278358
Male,Black,11,8,2020-02-17,61874,17019,IL,2.214445063079477
Male,Black,42,8,2020-02-17,61878,17019,IL,3.95507617858042
Male,Black,19,10,2020-03-02,61873,17019,IL,1.1560376766510556
Male,White,31,4,2020-01-20,61871,17019,IL,5.3285771266890976
Female,Black,68,2,2020-01-06,61878,17019,IL,5.737877333053935
Male,Other,63,4,2020-01-20,61876,17045,IL,3.934675002369209
Female,White,96,12,2020-03-16,61874,17019,IL,3.818198383437806
Male,Other,58,2,2020-01-06,61872,17019,IL,4.527510431895612
Female,Black,67,6,2020-02-03,61882,17039,IL,5.124090732432263
Female,Other,97,10,2020-03-02,61876,17045,IL,2.9781120429394106
Female,Black,64,2,2020-01-06,61875,17019,IL,5.876081889299116
Female,Black,30,1,2019-12-30,61875,17019,IL,3.9305808956044923
Male,Black,49,7,2020-02-10,61876,17045,IL,3.8864337916975296
Male,Other,18,2,2020-01-06,61877,17019,IL,3.5248686077768143
Male,White,39,5,2020-01-27,61882,17039,IL,3.354461683719642
Male,Black,91,10,2020-03-02,61880,17019,IL,3.0098247869419192
Male,Other,9,1,2019-12-30,61877,17019,IL,5.4244525991205235
Male,White,70,1,2019-12-30,61877,17019,IL,3.750210048143712
Male,Black,73,11,2020-03-09,61875,17019,IL,3.9723722493965274
Male,Black,71,7,2020-02-10,61877,17019,IL,6.093715345527901
Female,Other,83,8,2020-02-17,61873,17019,IL,6.325225632443875
Male,Other,99,5,2020-01-27,61880,17019,IL,4.639541483628853
Female,White,69,1,2019-12-30,61880,17019,IL,4.429864403179296
Female,Black,26,10,2020-03-02,61880,17019,IL,3.507098838498817
Male,White,69,11,2020-03-09,61877,17019,IL,3.968498621031227
Female,Other,32,5,2020-01-27,61875,17019,IL,6.091236124980648
Male,Other,3,9,2020-02-24,61882,17039,IL,4.256965463702525
Male,White,71,4,2020-01-20,61875,17019,IL,5.918783420901302
Male,Black,69,11,2020-03-09,61874,17019,IL,3.1847769024771364
Male,Black,89,4,2020-01-20,61882,17039,IL,3.114788648443954
Female,White,28,1,2019-12-30,61873,17019,IL,4.830250998068562
Female,Other,36,5,2020-01-27,61880,17019,IL,3.904777898853393
Male,White,10,1,2019-12-30,61878,17019,IL,7.392901933669197
Female,Black,78,6,2020-02-03,61875,17019,IL,2.942117807461451
Female,Other,63,9,2020-02-24,61878,17019,IL,4.711316745300468
Male,White,88,6,2020-02-03,61873,17019,IL,2.103108250697076
Male,Black,99,8,2020-02-17,61871,17019,IL,4.634516883882165
Male,White,10,6,2020-02-03,61871,17019,IL,4.175429473588057
Male,Other,59,6,2020-02-03,61877,17019,IL,2.4819611972859352
Female,Black,48,9,2020-02-24,61872,17019,IL,3.304171619829144
Male,Other,2,1,2019-12-30,61877,17019,IL,3.4449685857059666
Male,Black,15,7,2020-02-10,61874,17019,IL,3.89551311017059
Female,Other,97,12,2020-03-16,61877,17019,IL,3.390582717036967
Male,Other,25,1,2019-12-30,61878,17019,IL,4.366594561148161
Female,White,8,6,2020-02-03,61876,17045,IL,4.218774188910124
Female,White,10,3,2020-01-13,61876,17045,IL,3.9983063015258606
Male,Other,90,8,2020-02-17,61882,17039,IL,5.2128297514182975
Female,White,94,10,2020-03-02,61878,17019,IL,5.7524979266380365
Male,Other,67,10,2020-03-02,61872,17019,IL,7.280724206974069
Female,White,19,8,2020-02-17,61872,17019,IL,6.143473435051094
Female,Other,28,3,2020-01-13,61877,17019,IL,4.053529536997281
Male,Other,70,9,2020-02-24,61873,17019,IL,5.3776607417961255
Female,White,73,10,2020-03-02,61880,17019,IL,6.417347879979942
Female,Black,1,5,2020-01-27,61876,17045,IL,3.969012382181835
Male,Black,80,7,2020-02-10,61872,17019,IL,3.468156701090323
Female,Other,58,1,2019-12-30,61882,17039,IL,4.679859118964872
Male,White,36,9,2020-02-24,61872,17019,IL,3.2234279927652967
Male,Other,1,6,2020-02-03,61878,17019,IL,5.621034943411181
Female,White,81,1,2019-12-30,61880,17019,IL,3.240197025299156
Male,Other,0,3,2020-01-13,61872,17019,IL,3.873059702810477
Male,Black,87,8,2020-02-17,61873,17019,IL,3.8958163093734055
Male,White,23,7,2020-02-10,61874,17019,IL,1.964242771576708
Female,Black,91,7,2020-02-10,61872,17019,IL,4.926496906088503
Female,Black,39,8,2020-02-17,61882,17039,IL,3.6586313353320423
Female,White,29,9,2020-02-24,61882,17039,IL,4.262211703186239
Female,Black,40,1,2019-12-30,61875,17019,IL,4.386876883599188
Male,Black,71,8,2020-02-17,61873,17019,IL,4.349607736457808
Female,White,8,9,2020-02-24,61877,17019,IL,2.2671537481826336
Male,White,67,3,2020-01-13,61875,17019,IL,4.953295841564656
Female,Black,59,6,2020-02-03,61880,17019,IL,3.5660711074255507
Female,Black,44,9,2020-02-24,61880,17019,IL,3.9754018667117195
Male,Black,66,10,2020-03-02,61880,17019,IL,5.755422420594037
Female,White,34,9,2020-02-24,61874,17019,IL,5.821473385004596
Female,Other,18,2,2020-01-06,61873,17019,IL,3.276310687376985
Female,Other,72,7,2020-02-10,61878,17019,IL,6.563984371724116
Female,Black,79,11,2020-03-09,61872,17019,IL,3.544064814769331
Female,Black,74,7,2020-02-10,61877,17019,IL,4.341118919064799
Female,White,77,2,2020-01-06,61880,17019,IL,4.880011909435317
Male,Black,92,2,2020-01-06,61871,17019,IL,2.7153048592917033
Male,Black,10,3,2020-01-13,61872,17019,IL,4.8409543284615
Female,Other,33,2,2020-01-06,61876,17045,IL,4.661782140932189
Male,Black,72,6,2020-02-03,61878,17019,IL,4.613746890793639
Female,Black,72,10,2020-03-02,61872,17019,IL,5.546931860642299
Female,White,13,3,2020-01-13,61880,17019,IL,4.725208234710608
Female,Black,46,6,2020-02-03,61876,17045,IL,2.171354385819557
Male,White,43,2,2020-01-06,61875,17019,IL,4.300092581344138
Female,Black,36,10,2020-03-02,61873,17019,IL,3.3817298270008753
Male,White,18,6,2020-02-03,61871,17019,IL,3.766574686295815
Female,Other,70,7,2020-02-10,61872,17019,IL,7.564211233113833
Female,White,27,2,2020-01-06,61871,17019,IL,6.447273735601383
Female,Other,33,1,2019-12-30,61873,17019,IL,3.4425700298367246
Female,White,30,5,2020-01-27,61875,17019,IL,2.365088387966379
Male,Black,46,1,2019-12-30,61877,17019,IL,4.916295963344782
Female,White,69,11,2020-03-09,61872,17019,IL,6.771453464394769
Male,Other,6,7,2020-02-10,61875,17019,IL,4.773050080137049
Male,Other,8,3,2020-01-13,61872,17019,IL,2.6501056355447234
Male,White,71,3,2020-01-13,61873,17019,IL,4.774258644892869
Male,White,96,7,2020-02-10,61874,17019,IL,2.647074018644301
Male,White,42,8,2020-02-17,61878,17019,IL,5.7912371783830014
Female,Black,84,1,2019-12-30,61872,17019,IL,3.643587520557268
Male,White,44,6,2020-02-03,61872,17019,IL,3.9262024112878584
Male,Black,0,9,2020-02-24,61878,17019,IL,5.958870717245309
Female,White,22,5,2020-01-27,61871,17019,IL,5.653879396019899
Female,White,29,10,2020-03-02,61875,17019,IL,4.284024357542734
Male,Black,12,3,2020-01-13,61878,17019,IL,4.259241789315411
Male,Black,65,9,2020-02-24,61875,17019,IL,5.478704456182109
Male,Other,69,6,2020-02-03,61875,17019,IL,4.6637478628852636
Male,White,66,3,2020-01-13,61878,17019,IL,6.627177059947005
Female,Other,70,11,2020-03-09,61874,17019,IL,6.270489678963241
Female,Black,73,10,2020-03-02,61882,17039,IL,4.067581752327648
Female,Other,78,1,2019-12-30,61872,17019,IL,4.092670316099488
Male,Other,26,8,2020-02-17,61878,17019,IL,4.099327281414148
Female,Black,37,10,2020-03-02,61872,17019,IL,4.224777987643376
Female,Other,69,8,2020-02-17,61874,17019,IL,6.737932442738844
Male,White,0,3,2020-01-13,61877,17019,IL,2.0510083548901856
Female,Other,29,7,2020-02-10,61873,17019,IL,5.844942477032953
Male,Black,92,3,2020-01-13,61878,17019,IL,3.1971809998858616
Female,Other,70,8,2020-02-17,61882,17039,IL,6.680465564440417
Male,Other,71,11,2020-03-09,61880,17019,IL,5.288604141840029
Female,White,65,5,2020-01-27,61880,17019,IL,6.195412262399536
Female,White,74,10,2020-03-02,61878,17019,IL,6.4754052951295495
Male,Other,1,1,2019-12-30,61882,17039,IL,3.5172126118913725
Male,White,19,1,2019-12-30,61878,17019,IL,3.8131512151348392
Female,Black,65,3,2020-01-13,61871,17019,IL,5.181939095731836
Female,White,83,5,2020-01-27,61882,17039,IL,4.730539291319506
Female,White,70,1,2019-12-30,61877,17019,IL,2.577959195706112
Male,White,18,3,2020-01-13,61880,17019,IL,3.965806726459321
Male,White,25,2,2020-01-06,61871,17019,IL,4.895111865484817
Female,Other,83,8,2020-02-17,61876,17045,IL,3.5813860493273784
Female,White,67,4,2020-01-20,61876,17045,IL,6.08232703856295
Female,White,38,8,2020-02-17,61878,17019,IL,3.4019497226858304
Male,Black,8,5,2020-01-27,61882,17039,IL,4.768298779375511
Male,Black,1,1,2019-12-30,61878,17019,IL,4.554601331459179
Male,White,14,2,2020-01-06,61878,17019,IL,5.82029708040129
Male,Other,80,2,2020-01-06,61882,17039,IL,6.574085655829309
Female,White,70,2,2020-01-06,61880,17019,IL,6.572272840483736
Male,White,27,8,2020-02-17,61876,17045,IL,4.019631851474639
Male,Black,10,1,2019-12-30,61874,17019,IL,3.970184392600393
Female,White,9,1,2019-12-30,61873,17019,IL,2.3255641401918243
Female,White,12,5,2020-01-27,61878,17019,IL,4.663026782247941
Male,Other,61,8,2020-02-17,61874,17019,IL,3.2348807927926
Female,Other,26,10,2020-03-02,61871,17019,IL,6.676465273612558
Female,Black,28,7,2020-02-10,61875,17019,IL,2.786744931021172
Male,White,27,2,2020-01-06,61876,17045,IL,2.4432582244025927
Male,White,66,12,2020-03-16,61875,17019,IL,5.568728724875305
Male,White,78,6,2020-02-03,61878,17019,IL,4.497556525980194
Female,Black,17,11,2020-03-09,61871,17019,IL,6.194809485137677
Male,White,0,1,2019-12-30,61871,17019,IL,3.985824266231161
Male,Black,71,9,2020-02-24,61874,17019,IL,4.177843030053164
Female,Black,18,7,2020-02-10,61875,17019,IL,5.569655827676854
Female,Other,71,11,2020-03-09,61876,17045,IL,5.51787267686266
Female,White,8,11,2020-03-09,61880,17019,IL,4.099205963592163
Male,Other,93,11,2020-03-09,61872,17019,IL,5.956769246560697
Female,Black,90,11,2020-03-09,61882,17039,IL,4.07583735006368
Female,Other,50,12,2020-03-16,61874,17019,IL,3.759438086524763
Male,Other,66,7,2020-02-10,61872,17019,IL,6.139777352631817
Male,Other,14,9,2020-02-24,61874,17019,IL,5.552632233427338
Male,White,24,2,2020-01-06,61875,17019,IL,4.014774156649338
Male,Black,42,3,2020-01-13,61872,17019,IL,3.2459428666891115
Female,Other,88,6,2020-02-03,61873,17019,IL,5.790692382209644
Female,White,4,3,2020-01-13,61876,17045,IL,3.512246156843397
Male,White,32,4,2020-01-20,61882,17039,IL,2.384348733801264
Female,Other,42,2,2020-01-06,61873,17019,IL,4.832566375642324
Male,Black,20,7,2020-02-10,61878,17019,IL,4.051325740108037
Male,Other,100,11,2020-03-09,61875,17019,IL,4.282664346746899
Male,White,11,8,2020-02-17,61874,17019,IL,3.227465597804983
Female,Black,100,11,2020-03-09,61873,17019,IL,5.4461529003394205
Female,Other,70,10,2020-03-02,61875,17019,IL,6.807743863180271
Female,Other,67,8,2020-02-17,61878,17019,IL,6.36675016116344
Female,Other,35,2,2020-01-06,61873,17019,IL,4.5903139480612145
Female,Black,66,5,2020-01-27,61875,17019,IL,6.126860863023736
Male,White,40,7,2020-02-10,61876,17045,IL,1.8829913913171243
Male,Other,76,2,2020-01-06,61872,17019,IL,4.0515744358192345
Female,Black,73,11,2020-03-09,61876,17045,IL,5.198299241087709
Female,Black,88,7,2020-02-10,61875,17019,IL,4.945888592973832
Female,White,74,3,2020-01-13,61874,17019,IL,4.93985711920355
Female,White,45,7,2020-02-10,61880,17019,IL,4.703498801445224
Female,Other,73,6,2020-02-03,61878,17019,IL,8.677197895570993
Male,Other,64,8,2020-02-17,61878,17019,IL,4.680170124834074
Male,Black,23,8,2020-02-17,61877,17019,IL,3.3426999798292236
Male,Other,26,7,2020-02-10,61877,17019,IL,2.5516181437914325
Male,White,90,7,2020-02-10,61878,17019,IL,4.55028802995694
Male,White,20,10,2020-03-02,61873,17019,IL,2.103234717761186
Female,White,53,1,2019-12-30,61877,17019,IL,2.377284421841376
Female,Other,11,11,2020-03-09,61872,17019,IL,5.441699551334702
Female,White,92,4,2020-01-20,61873,17019,IL,3.882022233407679
Male,Other,26,9,2020-02-24,61878,17019,IL,5.729616654876098
Female,White,0,12,2020-03-16,61874,17019,IL,3.006697413102043
Male,Black,17,12,2020-03-16,61876,17045,IL,2.6335440326721495
Female,Black,37,2,2020-01-06,61882,17039,IL,3.526145006940848
Female,White,70,4,2020-01-20,61882,17039,IL,3.8719739911531974
Male,White,52,6,2020-02-03,61876,17045,IL,3.505215282265712
Female,White,82,3,2020-01-13,61871,17019,IL,3.744064420440279
Female,White,38,5,2020-01-27,61872,17019,IL,2.762897974926825
Male,Other,60,1,2019-12-30,61877,17019,IL,1.7237372331933718
Male,White,29,10,2020-03-02,61880,17019,IL,3.476388779544685
Female,Other,11,5,2020-01-27,61871,17019,IL,7.6443355215299915
Male,Other,61,10,2020-03-02,61872,17019,IL,1.316548289847033
Male,Other,46,7,2020-02-10,61877,17019,IL,3.9426838435226905
Female,Other,91,9,2020-02-24,61875,17019,IL,4.777203646717545
Male,White,96,11,2020-03-09,61878,17019,IL,5.855203738512894
Male,White,0,10,2020-03-02,61876,17045,IL,2.8994416357973147
Male,Other,3,2,2020-01-06,61882,17039,IL,5.025307271011872
Male,White,34,10,2020-03-02,61874,17019,IL,3.3326839886362016
Male,Other,66,7,2020-02-10,61880,17019,IL,6.257726492435656
Male,Black,65,10,2020-03-02,61874,17019,IL,6.2824686433780474
Male,Black,19,2,2020-01-06,61882,17039,IL,4.29310134238691
Male,White,10,2,2020-01-06,61874,17019,IL,5.282480816367394
Male,Black,12,11,2020-03-09,61874,17019,IL,2.119814810655838
Female,White,41,10,2020-03-02,61880,17019,IL,4.557063550864943
Female,Other,91,10,2020-03-02,61874,17019,IL,4.603419872384705
Male,Black,75,7,2020-02-10,61882,17039,IL,4.041910375027972
Female,Black,67,3,2020-01-13,61880,17019,IL,8.048762595443405
Female,Other,93,6,2020-02-03,61880,17019,IL,4.3466599783748405
Female,Black,32,10,2020-03-02,61873,17019,IL,3.5727582474597694
Female,White,24,9,2020-02-24,61876,17045,IL,4.879621935430093
Male,Other,23,2,2020-01-06,61882,17039,IL,4.472574953552857
Female,Other,96,12,2020-03-16,61873,17019,IL,4.128062090100741
Female,Other,63,10,2020-03-02,61882,17039,IL,4.716375231671766
Female,White,14,4,2020-01-20,61871,17019,IL,5.019631452231454
Female,White,98,10,2020-03-02,61876,17045,IL,4.672559499017438
Female,Black,53,1,2019-12-30,61871,17019,IL,2.1617089375015914
Male,White,43,12,2020-03-16,61875,17019,IL,5.1533564817259805
Male,White,21,7,2020-02-10,61875,17019,IL,3.5464115166212333
Male,White,19,12,2020-03-16,61874,17019,IL,4.498956408743638
Female,Other,37,10,2020-03-02,61871,17019,IL,4.291129434194827
Male,Other,95,12,2020-03-16,61878,17019,IL,4.864519587755028
Male,Black,24,11,2020-03-09,61873,17019,IL,5.677097744852379
Female,White,2,2,2020-01-06,61878,17019,IL,4.4192193787371865
Female,Black,10,3,2020-01-13,61872,17019,IL,2.066551492962398
Male,Other,66,6,2020-02-03,61874,17019,IL,6.239438754932673
Male,White,55,7,2020-02-10,61875,17019,IL,2.8806706739606085
Female,Other,59,11,2020-03-09,61873,17019,IL,5.14666267272998
Male,White,89,9,2020-02-24,61874,17019,IL,4.629595702608373
Female,Other,57,6,2020-02-03,61878,17019,IL,6.2240518101382705
Male,Other,14,10,2020-03-02,61872,17019,IL,3.742772882212371
Female,White,29,12,2020-03-16,61875,17019,IL,3.5503030276926455
Male,Other,85,5,2020-01-27,61882,17039,IL,4.197501534299508
Female,White,66,5,2020-01-27,61873,17019,IL,6.597715256486219
Female,Black,52,8,2020-02-17,61882,17039,IL,4.701162828574828
Female,White,73,7,2020-02-10,61875,17019,IL,4.720521392266597
Female,Other,9,3,2020-01-13,61878,17019,IL,6.6725769733524825
Male,Black,89,7,2020-02-10,61873,17019,IL,3.4591373970211174
Female,Black,72,4,2020-01-20,61876,17045,IL,4.4011784933851175
Female,Other,87,5,2020-01-27,61874,17019,IL,5.0171481554065025
Male,Other,13,7,2020-02-10,61876,17045,IL,3.529800502639658
Female,Other,65,7,2020-02-10,61878,17019,IL,6.7095748984373875
Male,Other,34,8,2020-02-17,61875,17019,IL,4.1631613043531255
Female,Black,73,4,2020-01-20,61871,17019,IL,6.875215114681459
Female,Black,42,9,2020-02-24,61877,17019,IL,3.957781571735006
Female,White,9,3,2020-01-13,61880,17019,IL,3.327513752298839
Male,Black,72,3,2020-01-13,61872,17019,IL,6.255045939964125
Male,White,84,10,2020-03-02,61876,17045,IL,3.054392392792475
Male,Black,66,11,2020-03-09,61875,17019,IL,5.665996742281409
Female,Other,98,3,2020-01-13,61880,17019,IL,2.767396254837853
Female,Black,0,6,2020-02-03,61872,17019,IL,5.231729822254556
Female,Other,34,12,2020-03-16,61872,17019,IL,3.739152087004889
Male,Other,98,6,2020-02-03,61876,17045,IL,1.8792991103452619
Male,White,63,11,2020-03-09,61882,17039,IL,2.9316173887786166
Female,Black,17,4,2020-01-20,61872,17019,IL,4.407045444777594
Female,Other,73,11,2020-03-09,61878,17019,IL,8.15592799992572
Male,Other,53,11,2020-03-09,61873,17019,IL,4.068583397120587
