sex,race,age,edu,state,response,repvote
female,other,44,4-year college,FL,0,0.506188355
female,white,57,some college,TX,0,0.547132256
male,white,98,4-year college,MO,1,0.59818561
female,white,46,4-year college,NC,1,0.519037458
male,white,65,4-year college,OR,1,0.438441611
male,white,73,4-year college,NY,0,0.382275815
female,white,29,some college,OH,1,0.542676846
female,white,81,hs,FL,1,0.506188355
female,white,39,4-year college,OH,1,0.542676846
male,white,54,4-year college,FL,0,0.506188355
female,white,52,4-year college,MA,0,0.353487213
female,white,75,4-year college,WA,0,0.412130688
male,other,30,4-year college,TX,1,0.547132256
female,black,42,some college,AL,0,0.643741436
male,white,21,4-year college,MO,1,0.59818561
male,white,60,hs,OH,1,0.542676846
male,other,18,some college,CA,0,0.338717892
male,white,58,hs,WV,1,0.721610523
male,white,39,post-grad,TN,0,0.63624343
female,black,28,4-year college,VA,0,0.471736237
female,white,71,4-year college,PA,0,0.503755358
female,white,36,hs,AL,1,0.643741436
male,white,81,4-year college,CA,0,0.338717892
male,white,35,4-year college,MN,0,0.491681431
male,white,22,some college,PA,1,0.503755358
female,white,43,4-year college,FL,0,0.506188355
female,black,31,post-grad,IN,0,0.601173095
female,white,67,hs,PA,1,0.503755358
male,other,28,hs,NJ,0,0.427158099
female,black,45,post-grad,MD,0,0.359837503
male,white,71,some college,WA,0,0.412130688
male,white,44,4-year college,ME,0,0.484032089
female,other,30,some college,NC,1,0.519037458
female,white,43,post-grad,IL,0,0.409799486
male,white,42,post-grad,FL,1,0.506188355
female,white,67,some college,KY,1,0.65670629
female,white,37,some college,MA,0,0.353487213
male,white,66,hs,AR,0,0.642851377
female,white,21,post-grad,KY,0,0.65670629
male,white,24,no hs,LA,1,0.601716772
female,white,22,some college,AR,1,0.642851377
female,white,18,post-grad,GA,1,0.526611726
male,white,48,hs,NY,0,0.382275815
male,white,45,hs,KY,0,0.65670629
female,white,55,hs,CA,0,0.338717892
female,white,37,hs,MO,0,0.59818561
male,other,51,hs,CO,0,0.473166666
female,black,44,4-year college,GA,0,0.526611726
male,white,69,some college,PA,0,0.503755358
male,white,57,some college,NM,0,0.453492051
female,white,40,post-grad,FL,0,0.506188355
male,black,22,some college,CA,1,0.338717892
male,white,75,some college,CA,1,0.338717892
female,white,37,4-year college,CA,0,0.338717892
female,white,82,no hs,CA,1,0.338717892
female,white,33,some college,AR,1,0.642851377
female,white,53,4-year college,FL,1,0.506188355
male,white,42,4-year college,MA,1,0.353487213
male,white,56,4-year college,MD,0,0.359837503
female,white,59,hs,CO,1,0.473166666
female,white,37,some college,MO,0,0.59818561
male,white,66,some college,AZ,1,0.518900234
female,white,68,4-year college,KS,1,0.611114703
male,black,69,some college,FL,0,0.506188355
male,other,45,4-year college,MD,1,0.359837503
female,white,38,post-grad,IL,0,0.409799486
male,white,93,post-grad,TX,0,0.547132256
female,white,44,some college,NV,0,0.487062906
female,other,29,some college,OK,1,0.693047372
male,white,60,4-year college,TX,1,0.547132256
female,other,49,4-year college,NY,0,0.382275815
female,white,37,4-year college,FL,1,0.506188355
male,white,33,4-year college,MN,1,0.491681431
male,white,82,4-year college,KS,0,0.611114703
male,white,36,hs,NY,1,0.382275815
female,white,68,some college,MO,1,0.59818561
male,white,32,hs,SD,0,0.659718581
female,white,21,hs,TX,0,0.547132256
male,other,52,no hs,RI,1,0.416892959
female,other,58,4-year college,TX,0,0.547132256
female,other,20,some college,MI,0,0.501176682
male,white,87,4-year college,GA,1,0.526611726
male,white,73,some college,NJ,1,0.427158099
female,other,60,hs,TX,1,0.547132256
female,other,40,some college,NV,0,0.487062906
female,white,50,hs,WI,0,0.50407989
male,white,62,4-year college,NM,0,0.453492051
male,white,45,some college,NC,1,0.519037458
male,white,34,4-year college,WI,0,0.50407989
male,white,60,some college,NC,1,0.519037458
female,white,65,hs,AZ,1,0.518900234
female,white,52,post-grad,FL,0,0.506188355
female,other,35,post-grad,KS,0,0.611114703
female,white,54,hs,OH,0,0.542676846
female,white,45,some college,NC,1,0.519037458
female,white,62,hs,VA,0,0.471736237
male,white,69,hs,PA,1,0.503755358
female,other,21,some college,CA,0,0.338717892
female,white,26,4-year college,PA,1,0.503755358
female,black,35,4-year college,GA,1,0.526611726
female,white,67,4-year college,FL,0,0.506188355
female,other,48,hs,HI,0,0.325586625
male,white,66,4-year college,MO,0,0.59818561
male,white,30,hs,PA,1,0.503755358
female,white,52,post-grad,GA,1,0.526611726
female,white,55,post-grad,MI,1,0.501176682
female,white,38,some college,PA,0,0.503755358
male,white,64,hs,OH,1,0.542676846
male,white,54,some college,NY,1,0.382275815
male,white,55,4-year college,MI,1,0.501176682
female,white,31,hs,WA,1,0.412130688
female,white,54,hs,MD,0,0.359837503
female,white,42,no hs,FL,1,0.506188355
male,other,32,4-year college,IL,0,0.409799486
male,white,80,4-year college,MN,0,0.491681431
female,white,45,hs,TX,1,0.547132256
male,white,36,post-grad,CA,0,0.338717892
male,white,48,hs,CA,0,0.338717892
male,white,74,post-grad,MN,1,0.491681431
male,white,66,4-year college,IN,1,0.601173095
female,black,43,some college,CA,0,0.338717892
male,white,28,some college,MI,0,0.501176682
female,white,64,hs,NJ,0,0.427158099
female,white,35,hs,AZ,1,0.518900234
female,other,33,some college,TX,0,0.547132256
female,white,37,post-grad,CA,0,0.338717892
male,white,61,some college,PA,1,0.503755358
male,white,57,some college,CA,0,0.338717892
female,white,28,4-year college,CT,0,0.428584525
female,white,61,post-grad,NC,0,0.519037458
female,white,57,no hs,AZ,1,0.518900234
female,white,29,no hs,ID,1,0.683101767
male,white,44,4-year college,PA,1,0.503755358
female,black,30,hs,LA,0,0.601716772
female,white,25,hs,TX,1,0.547132256
male,white,63,hs,NC,1,0.519037458
male,black,35,4-year college,IL,0,0.409799486
female,white,66,hs,GA,1,0.526611726
female,black,22,4-year college,NY,0,0.382275815
male,white,63,some college,CA,1,0.338717892
male,white,85,some college,IN,1,0.601173095
male,white,32,4-year college,FL,0,0.506188355
female,white,62,post-grad,MO,0,0.59818561
male,white,53,hs,WY,1,0.757053196
male,white,32,hs,GA,1,0.526611726
female,black,24,hs,TX,0,0.547132256
female,white,58,hs,FL,0,0.506188355
male,white,98,post-grad,TN,0,0.63624343
male,white,23,some college,TX,0,0.547132256
female,white,69,hs,NJ,1,0.427158099
female,white,38,hs,FL,0,0.506188355
female,white,62,no hs,FL,0,0.506188355
female,white,60,4-year college,IL,1,0.409799486
male,white,40,some college,KY,1,0.65670629
female,white,49,post-grad,IL,1,0.409799486
female,white,43,4-year college,OH,0,0.542676846
female,white,32,post-grad,NY,0,0.382275815
male,other,79,some college,OK,0,0.693047372
male,white,28,hs,OH,0,0.542676846
female,black,20,hs,NC,1,0.519037458
male,white,66,hs,AZ,0,0.518900234
male,white,19,hs,WA,0,0.412130688
male,other,25,hs,FL,1,0.506188355
male,white,75,some college,CA,1,0.338717892
female,white,38,hs,TX,1,0.547132256
female,white,54,some college,MI,1,0.501176682
female,white,44,some college,VA,1,0.471736237
female,white,42,4-year college,OK,0,0.693047372
male,white,65,post-grad,MA,1,0.353487213
female,other,43,4-year college,IL,0,0.409799486
female,white,83,4-year college,VA,0,0.471736237
female,white,78,hs,AL,1,0.643741436
female,other,19,4-year college,CA,1,0.338717892
male,white,100,no hs,MD,1,0.359837503
female,white,70,some college,WV,0,0.721610523
female,white,33,hs,NC,0,0.519037458
female,white,72,some college,MO,1,0.59818561
female,other,30,4-year college,CA,1,0.338717892
male,black,53,some college,TX,0,0.547132256
female,black,43,4-year college,NJ,0,0.427158099
female,other,41,some college,TX,0,0.547132256
female,white,81,some college,CA,1,0.338717892
female,white,56,some college,WI,0,0.50407989
male,white,63,4-year college,NJ,0,0.427158099
female,white,37,post-grad,MD,0,0.359837503
female,white,67,some college,MA,0,0.353487213
male,black,52,hs,NY,0,0.382275815
female,black,35,4-year college,UT,0,0.623836582
female,white,32,post-grad,IL,0,0.409799486
female,white,32,hs,CO,1,0.473166666
male,white,63,post-grad,OR,0,0.438441611
female,white,52,4-year college,WY,0,0.757053196
male,other,82,hs,MT,1,0.611096643
female,white,24,some college,CA,0,0.338717892
female,white,49,hs,LA,0,0.601716772
female,white,49,some college,NJ,0,0.427158099
male,white,43,post-grad,OR,1,0.438441611
male,other,22,4-year college,AZ,0,0.518900234
female,other,47,4-year college,TX,1,0.547132256
female,white,35,4-year college,IA,0,0.550635478
female,white,53,some college,WI,0,0.50407989
female,white,25,some college,FL,0,0.506188355
male,white,68,post-grad,HI,1,0.325586625
female,white,41,hs,LA,1,0.601716772
female,white,54,hs,SC,1,0.574602564
female,white,41,post-grad,OH,0,0.542676846
female,white,52,post-grad,CT,0,0.428584525
female,white,73,hs,IN,0,0.601173095
female,white,77,post-grad,NJ,1,0.427158099
female,white,49,4-year college,NY,0,0.382275815
female,white,69,hs,MN,1,0.491681431
female,white,45,some college,NC,0,0.519037458
female,white,51,hs,MA,0,0.353487213
female,white,70,post-grad,OH,1,0.542676846
female,white,47,some college,KY,1,0.65670629
female,white,65,post-grad,KS,1,0.611114703
male,other,34,no hs,NY,0,0.382275815
female,black,30,post-grad,MA,0,0.353487213
male,white,84,4-year college,WI,0,0.50407989
male,white,41,hs,OH,0,0.542676846
female,white,50,some college,DE,1,0.440013786
male,white,86,some college,PA,0,0.503755358
male,other,68,some college,NY,1,0.382275815
female,other,23,hs,CA,0,0.338717892
male,white,35,4-year college,MD,1,0.359837503
male,other,23,some college,CA,0,0.338717892
male,white,53,hs,TX,1,0.547132256
male,white,29,hs,NC,1,0.519037458
female,white,46,some college,NC,0,0.519037458
male,white,20,hs,NH,1,0.498029716
male,white,31,some college,NC,0,0.519037458
male,black,32,some college,CA,1,0.338717892
female,other,37,4-year college,TX,0,0.547132256
male,white,53,4-year college,IN,0,0.601173095
female,white,23,4-year college,GA,1,0.526611726
male,white,40,post-grad,PA,0,0.503755358
female,white,50,hs,WI,0,0.50407989
male,white,47,some college,NH,1,0.498029716
male,black,91,post-grad,MD,0,0.359837503
male,other,19,hs,MO,1,0.59818561
female,white,58,post-grad,CA,0,0.338717892
female,white,94,post-grad,MA,0,0.353487213
female,white,19,some college,TX,1,0.547132256
female,white,28,4-year college,NY,0,0.382275815
male,white,56,post-grad,WA,1,0.412130688
male,white,55,hs,ID,1,0.683101767
male,white,60,4-year college,KS,1,0.611114703
female,white,63,hs,OH,0,0.542676846
female,white,54,hs,ID,0,0.683101767
female,black,64,post-grad,GA,0,0.526611726
male,white,31,some college,TX,0,0.547132256
female,white,56,hs,IA,1,0.550635478
male,white,58,hs,PA,0,0.503755358
female,white,54,4-year college,UT,0,0.623836582
female,white,18,some college,CA,0,0.338717892
male,other,33,some college,IL,1,0.409799486
male,white,54,post-grad,CA,1,0.338717892
female,white,51,some college,WA,0,0.412130688
female,other,25,post-grad,CA,1,0.338717892
female,white,26,post-grad,OH,0,0.542676846
male,white,76,4-year college,CA,0,0.338717892
female,white,45,4-year college,NJ,1,0.427158099
female,white,23,hs,CA,0,0.338717892
female,black,40,4-year college,CA,1,0.338717892
female,white,18,post-grad,MO,0,0.59818561
female,white,64,some college,MO,1,0.59818561
female,white,26,hs,FL,0,0.506188355
male,other,32,some college,CA,0,0.338717892
male,white,54,4-year college,KY,1,0.65670629
female,white,37,4-year college,OH,0,0.542676846
female,white,47,4-year college,NY,1,0.382275815
male,other,19,some college,FL,0,0.506188355
female,white,66,4-year college,MI,1,0.501176682
female,white,25,some college,NC,0,0.519037458
female,white,59,no hs,PA,0,0.503755358
male,white,63,hs,MN,0,0.491681431
male,black,28,some college,SC,0,0.574602564
female,white,92,hs,NE,1,0.635476741
male,white,20,some college,NM,0,0.453492051
female,white,62,hs,FL,0,0.506188355
female,white,33,some college,MO,1,0.59818561
male,white,90,some college,OH,0,0.542676846
male,white,96,4-year college,OH,1,0.542676846
female,white,73,hs,NY,0,0.382275815
female,white,49,4-year college,MD,0,0.359837503
female,white,21,hs,PA,0,0.503755358
female,black,62,4-year college,MI,1,0.501176682
female,white,19,some college,NC,0,0.519037458
female,white,41,hs,IA,0,0.550635478
male,white,59,some college,OH,1,0.542676846
female,white,37,post-grad,MO,0,0.59818561
female,white,25,hs,MO,0,0.59818561
female,white,51,hs,NY,1,0.382275815
female,white,48,some college,WA,1,0.412130688
female,white,57,hs,IA,0,0.550635478
male,white,67,post-grad,CO,1,0.473166666
female,white,24,post-grad,NE,0,0.635476741
female,white,97,hs,NH,0,0.498029716
female,white,57,hs,CT,0,0.428584525
male,white,49,hs,TN,0,0.63624343
female,white,48,4-year college,PA,1,0.503755358
male,white,24,some college,CA,1,0.338717892
male,white,30,some college,VA,0,0.471736237
female,white,61,4-year college,NC,0,0.519037458
female,white,67,4-year college,OH,0,0.542676846
female,other,49,hs,OH,0,0.542676846
female,white,55,hs,WI,1,0.50407989
male,other,58,some college,OH,1,0.542676846
male,white,72,4-year college,MD,1,0.359837503
female,white,49,hs,IL,0,0.409799486
male,white,24,4-year college,VA,1,0.471736237
male,white,59,hs,MN,0,0.491681431
female,white,92,some college,CT,1,0.428584525
female,white,35,some college,IL,0,0.409799486
female,white,36,hs,OH,0,0.542676846
male,white,22,hs,NY,0,0.382275815
male,other,65,some college,FL,1,0.506188355
female,white,66,hs,IL,0,0.409799486
male,white,32,some college,FL,1,0.506188355
female,white,43,post-grad,IA,0,0.550635478
male,white,66,some college,IL,0,0.409799486
male,white,29,hs,MN,1,0.491681431
male,black,27,no hs,NY,0,0.382275815
female,black,43,some college,MI,1,0.501176682
male,white,98,4-year college,MI,0,0.501176682
female,white,58,hs,NC,0,0.519037458
female,other,50,some college,CA,1,0.338717892
female,white,33,hs,WY,1,0.757053196
male,white,50,hs,PA,0,0.503755358
female,other,32,hs,WA,0,0.412130688
male,white,59,some college,SC,1,0.574602564
female,white,40,some college,MO,0,0.59818561
female,white,74,hs,WI,0,0.50407989
male,white,21,hs,NY,0,0.382275815
male,other,33,post-grad,VA,1,0.471736237
female,white,95,some college,MI,1,0.501176682
male,black,39,hs,IN,0,0.601173095
female,black,33,some college,AL,0,0.643741436
male,white,66,4-year college,OH,1,0.542676846
female,white,68,some college,IL,0,0.409799486
female,black,62,4-year college,ID,0,0.683101767
female,white,63,hs,NE,0,0.635476741
female,white,62,hs,TX,1,0.547132256
male,white,40,some college,NY,1,0.382275815
male,white,48,some college,MN,1,0.491681431
female,white,53,some college,KY,0,0.65670629
female,white,18,4-year college,DE,1,0.440013786
female,black,67,4-year college,NY,0,0.382275815
male,other,54,4-year college,VA,0,0.471736237
female,white,62,some college,OK,0,0.693047372
male,white,36,some college,NC,0,0.519037458
female,white,51,some college,KY,1,0.65670629
male,white,57,hs,NY,1,0.382275815
female,white,38,4-year college,MI,0,0.501176682
female,other,64,some college,FL,0,0.506188355
female,black,38,some college,NY,1,0.382275815
female,black,66,4-year college,MS,1,0.590898473
female,white,95,post-grad,TX,1,0.547132256
female,white,87,hs,WA,0,0.412130688
male,white,31,hs,NC,0,0.519037458
female,white,22,post-grad,TX,0,0.547132256
male,white,99,4-year college,WA,0,0.412130688
female,white,28,4-year college,TX,0,0.547132256
female,white,23,post-grad,IA,0,0.550635478
male,white,38,4-year college,IL,1,0.409799486
male,white,89,hs,CA,0,0.338717892
female,other,23,some college,CT,0,0.428584525
female,white,52,some college,TX,0,0.547132256
female,white,55,hs,TN,0,0.63624343
female,white,63,some college,CA,0,0.338717892
female,white,33,hs,WV,1,0.721610523
female,other,36,some college,NY,0,0.382275815
male,white,91,some college,MO,1,0.59818561
male,white,51,4-year college,OK,1,0.693047372
male,other,49,some college,OK,1,0.693047372
female,black,26,4-year college,MS,1,0.590898473
female,white,36,some college,AL,1,0.643741436
male,other,18,4-year college,CA,0,0.338717892
female,white,48,some college,MA,0,0.353487213
female,white,70,post-grad,CA,0,0.338717892
male,white,64,4-year college,NY,0,0.382275815
female,white,69,some college,MI,0,0.501176682
male,other,66,4-year college,FL,0,0.506188355
male,white,61,hs,SC,0,0.574602564
male,black,47,hs,AR,0,0.642851377
male,white,59,some college,UT,0,0.623836582
female,white,53,no hs,OH,1,0.542676846
male,white,39,post-grad,FL,0,0.506188355
female,white,26,some college,MN,0,0.491681431
male,white,67,4-year college,IN,1,0.601173095
male,white,66,some college,FL,0,0.506188355
female,white,43,hs,IL,0,0.409799486
male,other,18,post-grad,FL,0,0.506188355
male,white,66,some college,TX,0,0.547132256
female,white,27,4-year college,IA,1,0.550635478
female,other,55,4-year college,NM,1,0.453492051
male,other,29,some college,MI,0,0.501176682
male,white,19,some college,NC,1,0.519037458
female,white,67,hs,WV,0,0.721610523
male,other,37,some college,CA,0,0.338717892
female,white,40,hs,NJ,0,0.427158099
female,white,35,post-grad,TX,0,0.547132256
male,white,28,4-year college,OH,0,0.542676846
female,other,41,some college,OK,0,0.693047372
female,white,58,some college,NC,1,0.519037458
female,white,64,some college,CA,0,0.338717892
female,white,50,some college,AZ,1,0.518900234
female,white,62,hs,MS,0,0.590898473
female,white,19,4-year college,CO,0,0.473166666
male,white,56,hs,WV,1,0.721610523
female,white,52,hs,IL,0,0.409799486
female,white,40,4-year college,CO,1,0.473166666
female,white,21,some college,WI,1,0.50407989
male,white,96,some college,ND,1,0.698092429
male,white,43,4-year college,TN,0,0.63624343
female,other,23,some college,VA,0,0.471736237
male,black,22,4-year college,MA,1,0.353487213
male,white,46,some college,PA,1,0.503755358
male,other,54,4-year college,WA,0,0.412130688
male,white,19,post-grad,AR,0,0.642851377
female,white,44,4-year college,FL,1,0.506188355
female,white,33,post-grad,PA,0,0.503755358
female,white,32,4-year college,MS,1,0.590898473
female,black,30,some college,KS,1,0.611114703
female,white,86,4-year college,MD,0,0.359837503
female,other,23,4-year college,CA,1,0.338717892
male,white,46,some college,NH,0,0.498029716
female,white,76,hs,OR,0,0.438441611
male,other,23,4-year college,CA,0,0.338717892
female,black,69,hs,MI,0,0.501176682
male,black,63,some college,FL,0,0.506188355
male,white,54,4-year college,FL,1,0.506188355
female,white,69,hs,MA,0,0.353487213
female,white,51,hs,FL,0,0.506188355
male,white,99,hs,TX,0,0.547132256
female,white,61,hs,MI,0,0.501176682
female,white,35,hs,TX,1,0.547132256
male,white,54,hs,KY,1,0.65670629
male,white,67,some college,VA,1,0.471736237
female,white,25,hs,NY,1,0.382275815
female,white,36,some college,AL,1,0.643741436
female,white,36,4-year college,PA,0,0.503755358
male,white,32,some college,FL,0,0.506188355
male,white,56,some college,FL,0,0.506188355
male,other,56,4-year college,WA,1,0.412130688
female,white,40,hs,WI,0,0.50407989
female,white,50,hs,NY,0,0.382275815
female,white,31,hs,PA,0,0.503755358
female,white,42,hs,NC,0,0.519037458
male,other,22,4-year college,CA,1,0.338717892
female,white,62,4-year college,TX,0,0.547132256
male,white,98,hs,NJ,1,0.427158099
male,other,87,4-year college,CA,0,0.338717892
male,black,38,some college,GA,1,0.526611726
male,white,51,hs,ND,1,0.698092429
female,other,18,some college,FL,0,0.506188355
female,white,20,hs,MN,0,0.491681431
male,white,51,hs,PA,0,0.503755358
male,white,69,4-year college,CO,0,0.473166666
male,white,41,some college,TN,0,0.63624343
female,other,23,some college,FL,1,0.506188355
female,white,50,some college,IN,0,0.601173095
male,white,67,some college,VA,1,0.471736237
female,white,98,hs,NC,1,0.519037458
female,white,36,hs,VA,0,0.471736237
male,white,62,some college,FL,0,0.506188355
female,white,58,no hs,MI,1,0.501176682
female,white,82,4-year college,ID,1,0.683101767
female,other,28,post-grad,TX,0,0.547132256
female,white,85,hs,NV,0,0.487062906
female,white,20,some college,CA,0,0.338717892
male,white,32,some college,MO,1,0.59818561
female,white,40,4-year college,SC,1,0.574602564
female,white,41,4-year college,WA,1,0.412130688
female,white,65,hs,SC,1,0.574602564
male,white,68,4-year college,NV,1,0.487062906
female,white,91,4-year college,NJ,0,0.427158099
male,other,52,some college,CA,1,0.338717892
female,black,67,no hs,VA,1,0.471736237
female,white,35,hs,WI,0,0.50407989
male,white,57,hs,MO,1,0.59818561
female,white,69,post-grad,VA,0,0.471736237
female,other,49,some college,NY,1,0.382275815
female,white,54,hs,AZ,1,0.518900234
female,white,23,some college,NE,0,0.635476741
female,other,30,hs,TX,0,0.547132256
male,white,39,post-grad,AL,1,0.643741436
female,white,70,hs,PA,0,0.503755358
female,white,46,4-year college,CA,1,0.338717892
female,other,32,some college,NV,1,0.487062906
male,white,66,4-year college,NY,1,0.382275815
female,white,36,some college,KY,1,0.65670629
female,white,51,some college,OH,0,0.542676846
female,black,18,post-grad,NY,0,0.382275815
female,white,37,4-year college,VA,0,0.471736237
male,white,50,hs,CA,0,0.338717892
female,white,43,some college,OR,0,0.438441611
female,white,64,some college,NV,1,0.487062906
male,white,54,some college,NC,1,0.519037458
female,white,45,some college,OR,0,0.438441611
male,white,31,hs,AZ,1,0.518900234
male,white,53,hs,CA,1,0.338717892
female,black,40,hs,MD,1,0.359837503
female,white,32,hs,VA,1,0.471736237
female,white,69,some college,NE,1,0.635476741
male,white,36,some college,TN,0,0.63624343
female,white,68,some college,WI,0,0.50407989
female,white,53,hs,LA,1,0.601716772
male,white,75,some college,OH,1,0.542676846
female,white,30,post-grad,WA,0,0.412130688
female,white,25,4-year college,NJ,0,0.427158099
male,white,55,hs,MI,0,0.501176682
male,white,50,post-grad,IL,1,0.409799486
female,white,79,some college,AR,1,0.642851377
female,white,34,post-grad,MT,0,0.611096643
female,white,68,hs,NY,0,0.382275815
male,white,90,some college,UT,0,0.623836582
male,white,18,some college,NH,1,0.498029716
male,white,87,some college,AZ,1,0.518900234
female,other,44,some college,CA,0,0.338717892
male,white,63,4-year college,NC,0,0.519037458
male,white,81,some college,ME,0,0.484032089
female,white,52,4-year college,TX,1,0.547132256
female,other,31,hs,CA,0,0.338717892
female,black,45,some college,TN,0,0.63624343
male,white,72,post-grad,NY,0,0.382275815
male,other,69,hs,CA,0,0.338717892
male,white,22,4-year college,TX,1,0.547132256
male,white,71,hs,MO,0,0.59818561
male,black,37,hs,LA,0,0.601716772
male,black,33,some college,CA,0,0.338717892
male,white,69,4-year college,PA,0,0.503755358
female,other,28,some college,WA,1,0.412130688
female,other,38,4-year college,GA,0,0.526611726
male,white,77,post-grad,WA,1,0.412130688
male,other,61,hs,CA,0,0.338717892
male,other,18,some college,WA,0,0.412130688
female,white,62,post-grad,AZ,0,0.518900234
female,other,51,post-grad,WA,0,0.412130688
male,other,35,post-grad,NC,0,0.519037458
female,white,70,hs,MT,1,0.611096643
female,white,56,4-year college,NY,0,0.382275815
male,white,85,some college,KS,1,0.611114703
female,white,52,no hs,PA,0,0.503755358
male,white,99,some college,NM,1,0.453492051
female,other,94,4-year college,CO,0,0.473166666
female,white,36,post-grad,MA,1,0.353487213
female,white,58,hs,NY,0,0.382275815
female,other,22,4-year college,FL,0,0.506188355
male,other,55,post-grad,IL,0,0.409799486
male,other,46,post-grad,WA,0,0.412130688
female,white,99,4-year college,FL,1,0.506188355
female,white,75,hs,NY,0,0.382275815
female,white,55,some college,KY,0,0.65670629
female,white,22,hs,VA,0,0.471736237
female,white,37,hs,MD,0,0.359837503
male,white,50,hs,FL,1,0.506188355
female,white,68,hs,AZ,1,0.518900234
female,white,67,4-year college,NJ,1,0.427158099
male,white,30,4-year college,CA,1,0.338717892
female,other,37,hs,AL,0,0.643741436
male,white,81,post-grad,CO,1,0.473166666
male,white,68,some college,MT,0,0.611096643
female,black,54,some college,GA,0,0.526611726
female,white,60,hs,IL,0,0.409799486
female,other,55,some college,TX,0,0.547132256
male,white,69,some college,LA,0,0.601716772
female,white,29,4-year college,PA,0,0.503755358
male,white,50,post-grad,TX,0,0.547132256
male,other,50,some college,NJ,1,0.427158099
female,white,35,some college,UT,1,0.623836582
male,white,45,post-grad,MO,0,0.59818561
female,white,90,hs,FL,0,0.506188355
female,other,23,4-year college,CA,1,0.338717892
male,white,36,some college,MN,0,0.491681431
male,white,61,4-year college,TX,0,0.547132256
female,white,20,some college,MN,0,0.491681431
male,other,32,some college,FL,0,0.506188355
female,other,45,4-year college,FL,0,0.506188355
male,white,52,4-year college,CA,1,0.338717892
male,white,64,no hs,NJ,1,0.427158099
male,other,36,4-year college,CA,0,0.338717892
female,white,29,4-year college,NJ,0,0.427158099
male,black,24,some college,LA,0,0.601716772
female,white,34,post-grad,CO,1,0.473166666
female,white,26,hs,NJ,0,0.427158099
male,black,24,4-year college,VA,0,0.471736237
female,white,56,some college,MI,0,0.501176682
male,white,74,hs,OH,1,0.542676846
male,white,70,4-year college,CA,1,0.338717892
male,white,65,some college,WA,1,0.412130688
female,white,54,some college,ID,1,0.683101767
female,black,36,some college,FL,1,0.506188355
female,white,45,some college,OK,1,0.693047372
female,other,21,post-grad,WA,0,0.412130688
male,white,54,some college,MT,1,0.611096643
female,black,33,some college,IN,0,0.601173095
female,white,52,no hs,AZ,0,0.518900234
female,white,62,no hs,WA,0,0.412130688
female,white,50,hs,TX,0,0.547132256
female,white,61,hs,IN,1,0.601173095
female,other,69,some college,CO,1,0.473166666
female,white,18,some college,TN,0,0.63624343
male,white,84,post-grad,GA,1,0.526611726
male,black,43,hs,PA,1,0.503755358
female,white,46,some college,NC,1,0.519037458
female,other,22,some college,WI,0,0.50407989
male,white,84,some college,CA,1,0.338717892
male,white,80,no hs,UT,1,0.623836582
female,other,48,some college,RI,0,0.416892959
male,white,58,some college,MI,1,0.501176682
female,white,37,hs,TX,1,0.547132256
female,white,52,hs,MA,1,0.353487213
male,white,50,hs,TN,0,0.63624343
female,white,26,4-year college,NY,1,0.382275815
male,white,50,hs,OH,0,0.542676846
male,white,76,post-grad,PA,0,0.503755358
female,white,21,some college,ID,0,0.683101767
female,white,41,some college,CA,0,0.338717892
female,white,30,post-grad,MA,0,0.353487213
female,white,55,hs,IN,0,0.601173095
female,white,21,post-grad,VA,0,0.471736237
male,white,90,some college,NE,1,0.635476741
female,white,61,post-grad,KS,0,0.611114703
male,white,64,4-year college,AL,1,0.643741436
female,other,49,post-grad,OH,0,0.542676846
female,white,22,some college,SC,1,0.574602564
female,black,59,some college,IL,0,0.409799486
female,white,66,some college,TX,1,0.547132256
female,white,20,some college,WI,0,0.50407989
male,white,57,post-grad,FL,1,0.506188355
female,white,40,4-year college,TX,0,0.547132256
male,white,61,4-year college,CA,0,0.338717892
female,black,39,4-year college,NJ,0,0.427158099
male,white,34,4-year college,IL,0,0.409799486
male,black,57,post-grad,CA,0,0.338717892
female,white,19,4-year college,CA,1,0.338717892
female,other,56,hs,CA,0,0.338717892
male,white,60,hs,NC,1,0.519037458
female,white,21,hs,MI,0,0.501176682
male,white,25,some college,KS,1,0.611114703
male,white,46,4-year college,MI,0,0.501176682
female,white,88,hs,IN,0,0.601173095
male,white,60,some college,IN,1,0.601173095
female,white,61,hs,FL,0,0.506188355
female,white,65,4-year college,MA,0,0.353487213
female,white,24,some college,IN,0,0.601173095
female,white,63,4-year college,AZ,1,0.518900234
female,other,21,4-year college,IL,1,0.409799486
female,white,31,hs,NY,1,0.382275815
female,white,97,post-grad,FL,0,0.506188355
male,white,84,post-grad,MN,0,0.491681431
female,white,53,post-grad,VA,1,0.471736237
female,other,22,hs,MI,0,0.501176682
female,white,55,hs,OR,0,0.438441611
female,black,18,post-grad,MD,0,0.359837503
male,black,32,hs,GA,1,0.526611726
female,other,27,hs,CA,0,0.338717892
male,white,65,post-grad,NV,0,0.487062906
male,white,47,post-grad,TN,1,0.63624343
female,white,27,post-grad,PA,0,0.503755358
male,white,38,some college,NJ,0,0.427158099
male,white,56,some college,PA,0,0.503755358
male,other,56,post-grad,FL,1,0.506188355
female,white,27,some college,ID,1,0.683101767
male,white,41,4-year college,WA,1,0.412130688
male,white,43,no hs,OR,1,0.438441611
female,other,33,some college,IL,0,0.409799486
female,white,62,hs,NE,1,0.635476741
female,white,65,some college,FL,0,0.506188355
